Model,Variant,Year,Odometer_Reading,Fuel_type,Transmission,Price,Car_age,Price_per_year,KM_per_year,Brand
Maruti Suzuki Celerio,ZXI,2018,73177,Petrol,Manual,314000.0,8,39250.0,9147.125,Maruti Suzuki
Maruti Suzuki Celerio,VXI,2020,37414,Petrol,Manual,358000.0,6,59666.666666666664,6235.666666666667,Maruti Suzuki
Maruti Suzuki Ciaz,ZXi Plus,2015,57869,Petrol,Manual,386000.0,11,35090.90909090909,5260.818181818182,Maruti Suzuki
Mahindra Thar,LX 4WD Hard Top BSVI,2021,7000,Petrol,Manual,1068000.0,5,213600.0,1400.0,Mahindra
Hyundai Creta,1.6 VTVT AT SX Plus,2016,65000,Petrol,Automatic,480000.0,10,48000.0,6500.0,Hyundai
Honda Amaze,S i-VTEC,2017,52000,Petrol,Manual,375000.0,9,41666.666666666664,5777.777777777777,Honda
Ford Ecosport,1.5 Ti VCT MT Titanium,2016,75085,Petrol,Manual,388000.0,10,38800.0,7508.5,Ford
Jeep Compass,2.0 Sport,2018,47228,Diesel,Manual,738000.0,8,92250.0,5903.5,Jeep
Honda WR-V,i-VTEC VX,2017,96925,Petrol,Manual,419000.00000000006,9,46555.55555555556,10769.444444444445,Honda
Hyundai Alcazar,Signature (O) AT,2021,41000,Petrol,Automatic,1275000.0,5,255000.0,8200.0,Hyundai
Toyota Fortuner Legender,4x4 AT BSVI,2023,14000,Diesel,Automatic,4390000.0,3,1463333.3333333333,4666.666666666667,Toyota
Toyota Fortuner,2.8 4WD AT BSIV,2019,100000,Diesel,Automatic,2375000.0,7,339285.71428571426,14285.714285714286,Toyota
Jaguar XJ,2.0L Portfolio,2017,25000,Petrol,Automatic,3975000.0,9,441666.6666666667,2777.777777777778,Jaguar
Hyundai Creta,1.6 VTVT AT SX Plus,2016,55700,Petrol,Automatic,600000.0,10,60000.0,5570.0,Hyundai
Maruti Suzuki Ciaz,Petrol,2018,66929,Diesel,Manual,564000.0,8,70500.0,8366.125,Maruti Suzuki
Hyundai Grand i10 Nios,Sportz CNG,2022,46000,CNG,Manual,575000.0,4,143750.0,11500.0,Hyundai
Honda Amaze,V CVT Petrol BSIV,2019,60000,Petrol,Automatic,575000.0,7,82142.85714285714,8571.42857142857,Honda
Maruti Suzuki Dzire,VXI,2017,58049,Petrol,Manual,431000.0,9,47888.88888888889,6449.888888888889,Maruti Suzuki
Kia Seltos,HTX Diesel,2020,57349,Diesel,Manual,720000.0,6,120000.0,9558.166666666666,Kia
Honda Brio,1.2 E MT,2018,42000,Petrol,Manual,345000.0,8,43125.0,5250.0,Honda
Skoda Octavia,Style,2022,30000,Petrol,Automatic,1995000.0,4,498750.0,7500.0,Skoda
Maruti Suzuki Ciaz,Alpha BSIV,2019,32000,Petrol,Manual,590000.0,7,84285.71428571429,4571.428571428572,Maruti Suzuki
Maruti Suzuki Baleno,Delta,2021,66361,Petrol,Manual,494000.00000000006,5,98800.00000000001,13272.2,Maruti Suzuki
Kia Carnival,Limousine,2020,111000,Diesel,Automatic,2175000.0,6,362500.0,18500.0,Kia
Hyundai i20,Sportz Option 1.2,2015,84042,Petrol,Manual,343000.0,11,31181.81818181818,7640.181818181818,Hyundai
Maruti Suzuki Baleno,1.2 Delta,2016,69388,Petrol,Manual,323000.0,10,32300.0,6938.8,Maruti Suzuki
Maruti Suzuki Baleno,Delta,2021,50782,Petrol,Manual,452000.0,5,90400.0,10156.4,Maruti Suzuki
Honda City,i-VTEC CVT V,2018,37000,Petrol,Automatic,695000.0,8,86875.0,4625.0,Honda
Toyota Glanza,G CNG,2023,85000,CNG,Manual,735000.0,3,245000.0,28333.333333333332,Toyota
Audi Q3 Sportback,Bold Edition,2024,14000,Petrol,Automatic,4100000.0,2,2050000.0,7000.0,Audi
Honda Amaze,V CVT Petrol BSIV,2020,72000,Petrol,Automatic,565000.0,6,94166.66666666667,12000.0,Honda
Mercedes-Benz CLA,200 CGI Sport,2016,34000,Petrol,Automatic,1575000.0,10,157500.0,3400.0,Mercedes-Benz
Hyundai Grand i10,1.2 Kappa Magna BSIV,2017,89770,Petrol,Manual,262000.0,9,29111.11111111111,9974.444444444445,Hyundai
Maruti Suzuki Swift,VXI,2019,83481,Petrol,Manual,433000.0,7,61857.142857142855,11925.857142857143,Maruti Suzuki
Honda WR-V,VX,2022,47360,Petrol,Manual,474000.0,4,118500.0,11840.0,Honda
Tata Nexon,Fearless Plus DT DCA,2024,13000,Petrol,Automatic,1025000.0,2,512500.0,6500.0,Tata
Toyota Innova Crysta,2.4 GX 7 STR AT,2022,60000,Diesel,Automatic,1750000.0,4,437500.0,15000.0,Toyota
Hyundai Xcent,1.2 VTVT SX,2017,73466,Petrol,Manual,349000.0,9,38777.77777777778,8162.888888888889,Hyundai
Honda City,i VTEC CVT VX,2014,79000,Petrol,Automatic,430000.0,12,35833.333333333336,6583.333333333333,Honda
Honda Amaze,VX CVT i-VTEC,2016,82697,Petrol,Automatic,432000.0,10,43200.0,8269.7,Honda
Honda Amaze,V CVT Petrol BSIV,2019,34000,Petrol,Automatic,485000.0,7,69285.71428571429,4857.142857142857,Honda
Hyundai Creta,SX BSVI,2020,57000,Petrol,Manual,940000.0,6,156666.66666666666,9500.0,Hyundai
Hyundai Creta N Line,N10 DCT Titan Grey Matte,2025,25000,Petrol,Automatic,1800000.0,1,1800000.0,25000.0,Hyundai
Mahindra Thar,LX Hard Top Diesel AT,2024,17000,Diesel,Automatic,1625000.0,2,812500.0,8500.0,Mahindra
Hyundai Grand i10,1.2 Kappa Magna BSIV,2017,81358,Petrol,Manual,292000.0,9,32444.444444444445,9039.777777777777,Hyundai
Toyota Fortuner,4X4 Diesel AT BSVI,2023,49576,Diesel,Automatic,3600000.0,3,1200000.0,16525.333333333332,Toyota
Honda Amaze,SX i VTEC,2016,62000,Petrol,Manual,335000.0,10,33500.0,6200.0,Honda
Mahindra Thar,LX 4WD Hard Top Diesel AT BSVI,2022,45000,Diesel,Automatic,1265000.0,4,316250.0,11250.0,Mahindra
Hyundai i20,Sportz 1.2,2020,60589,Petrol,Manual,465000.00000000006,6,77500.00000000001,10098.166666666666,Hyundai
Maruti Suzuki Swift,LXI,2019,78446,Petrol,Manual,362000.0,7,51714.28571428572,11206.57142857143,Maruti Suzuki
Ford Freestyle,Titanium Plus Petrol BSIV,2018,63488,Petrol,Manual,312000.0,8,39000.0,7936.0,Ford
Hyundai Venue,SX Plus Turbo DCT DT,2020,40000,Petrol,Automatic,750000.0,6,125000.0,6666.666666666667,Hyundai
Toyota Innova Crysta,2.8 ZX AT BSIV,2019,76000,Diesel,Automatic,1689999.9999999998,7,241428.5714285714,10857.142857142857,Toyota
BMW X1,sDrive18i M Sport,2025,4500,Petrol,Automatic,4890000.0,1,4890000.0,4500.0,BMW
Hyundai Aura,S CNG,2021,78000,CNG,Manual,565000.0,5,113000.0,15600.0,Hyundai
Honda Jazz,1.2 V i VTEC,2016,79338,Petrol,Manual,268000.0,10,26800.0,7933.8,Honda
Maruti Suzuki Swift,VXI,2021,33090,Petrol,Manual,495000.0,5,99000.0,6618.0,Maruti Suzuki
Maruti Suzuki Victoris,LXI CNG,2026,8700,CNG,Manual,1225000.0,0,inf,inf,Maruti Suzuki
Toyota Fortuner,4X2 Diesel,2025,9300,Diesel,Manual,3800000.0,1,3800000.0,9300.0,Toyota
Hyundai Grand i10 Nios,AMT Sportz,2021,43784,Petrol,Automatic,510000.0,5,102000.0,8756.8,Hyundai
Hyundai i20,Sportz BSVI,2021,55000,Petrol,Manual,595000.0,5,119000.0,11000.0,Hyundai
Mahindra Thar,LX 4WD Hard Top Diesel AT BSVI,2022,8100,Diesel,Automatic,1450000.0,4,362500.0,2025.0,Mahindra
Toyota Glanza,V AMT,2024,25000,Petrol,Automatic,811000.0,2,405500.0,12500.0,Toyota
Volkswagen Tiguan,2.0 TSI Elegance BSVI,2023,42000,Petrol,Automatic,2550000.0,3,850000.0,14000.0,Volkswagen
Maruti Suzuki Baleno,Alpha Diesel,2021,60726,Diesel,Manual,537000.0,5,107400.0,12145.2,Maruti Suzuki
Hyundai Xcent,1.2 Kappa AT SX Option,2020,52225,Petrol,Automatic,365000.0,6,60833.333333333336,8704.166666666666,Hyundai
Land Rover Discovery Sport,Si4 HSE,2017,72000,Petrol,Automatic,1990000.0,9,221111.11111111112,8000.0,Land Rover
Toyota Corolla Altis,VL,2011,58000,Petrol,Automatic,275000.0,15,18333.333333333332,3866.6666666666665,Toyota
Ford Freestyle,Titanium Petrol BSIV,2018,53000,Petrol,Manual,385000.0,8,48125.0,6625.0,Ford
Honda Amaze,S Petrol,2020,62000,Petrol,Manual,490000.00000000006,6,81666.66666666667,10333.333333333334,Honda
Hyundai Grand i10,Sportz,2015,66000,Petrol,Manual,275000.0,11,25000.0,6000.0,Hyundai
Maruti Suzuki Grand Vitara,Sigma,2024,13000,Petrol,Manual,975000.0,2,487500.0,6500.0,Maruti Suzuki
Maruti Suzuki Swift,VXI,2019,51959,Petrol,Manual,448000.00000000006,7,64000.00000000001,7422.714285714285,Maruti Suzuki
Hyundai Elantra,SX,2012,82000,Petrol,Manual,290000.0,14,20714.285714285714,5857.142857142857,Hyundai
Hyundai i20,1.2 Magna Executive,2017,68000,Petrol,Manual,390000.0,9,43333.333333333336,7555.555555555556,Hyundai
Mercedes-Benz CLA,200 CGI Sport,2016,69000,Petrol,Automatic,1350000.0,10,135000.0,6900.0,Mercedes-Benz
Toyota Fortuner,4X2 Diesel AT,2024,13500,Diesel,Automatic,4100000.0,2,2050000.0,6750.0,Toyota
Maruti Suzuki Grand Vitara,Alpha AWD BSVI,2022,59757,Petrol,Manual,1234000.0,4,308500.0,14939.25,Maruti Suzuki
Mahindra Thar,LX 4WD Hard Top AT BSVI,2022,20633,Petrol,Automatic,1002000.0,4,250500.0,5158.25,Mahindra
Maruti Suzuki Celerio,VXI,2016,30902,Petrol,Manual,235000.0,10,23500.0,3090.2,Maruti Suzuki
Mahindra Thar,LX Hard Top,2023,9000,Petrol,Manual,1325000.0,3,441666.6666666667,3000.0,Mahindra
Hyundai Creta,1.6 VTVT SX Plus SE,2016,65000,Petrol,Manual,590000.0,10,59000.0,6500.0,Hyundai
Mahindra Alturas G4,4X4 AT BSIV,2019,70000,Diesel,Automatic,1675000.0,7,239285.7142857143,10000.0,Mahindra
Hyundai Grand i10,Sportz,2015,47100,Petrol,Manual,232000.0,11,21090.909090909092,4281.818181818182,Hyundai
Maruti Suzuki Grand Vitara,Delta CNG 2 Airbag,2024,27000,CNG,Manual,1245000.0,2,622500.0,13500.0,Maruti Suzuki
Maruti Suzuki Swift,LXI,2018,59836,Petrol,Manual,383000.0,8,47875.0,7479.5,Maruti Suzuki
Skoda Slavia,1.5 TSI Style DSG,2023,45000,Petrol,Automatic,1225000.0,3,408333.3333333333,15000.0,Skoda
Audi Q7,Technology,2023,19000,Petrol,Automatic,6800000.0,3,2266666.6666666665,6333.333333333333,Audi
Hyundai Grand i10,Sportz,2015,65888,Petrol,Manual,218000.00000000003,11,19818.18181818182,5989.818181818182,Hyundai
Hyundai Grand i10 Nios,Magna,2024,18000,Petrol,Manual,570000.0,2,285000.0,9000.0,Hyundai
MG Hector,Sharp EX CVT,2022,25000,Petrol,Automatic,1325000.0,4,331250.0,6250.0,MG
Maruti Suzuki Baleno,Alpha,2023,6614,Petrol,Manual,767000.0,3,255666.66666666666,2204.6666666666665,Maruti Suzuki
Skoda Kushaq,1.0 TSI Ambition BSVI,2021,44000,Petrol,Manual,765000.0,5,153000.0,8800.0,Skoda
Hyundai Creta,EX Diesel BSVI,2022,64211,Diesel,Manual,938000.0,4,234500.0,16052.75,Hyundai
Maruti Suzuki Swift,ZXI BSIV,2014,87000,Petrol,Manual,299000.0,12,24916.666666666668,7250.0,Maruti Suzuki
Skoda Octavia,Style,2022,29000,Petrol,Automatic,2125000.0,4,531250.0,7250.0,Skoda
Maruti Suzuki Ciaz,ZXi Plus,2016,68000,Petrol,Manual,440000.00000000006,10,44000.00000000001,6800.0,Maruti Suzuki
Mahindra Thar,LX 4WD Hard Top BSVI,2022,41000,Petrol,Manual,1075000.0,4,268750.0,10250.0,Mahindra
Honda Amaze,S AT i-Vtech,2016,57000,Petrol,Automatic,375000.0,10,37500.0,5700.0,Honda
Audi Q5,Technology,2023,24000,Petrol,Automatic,4500000.0,3,1500000.0,8000.0,Audi
Hyundai Creta,SX Tech iVT,2024,23000,Petrol,Automatic,1600000.0,2,800000.0,11500.0,Hyundai
Tata Nexon,1.5 Revotorq XMA,2018,54000,Diesel,Automatic,450000.0,8,56250.0,6750.0,Tata
Skoda Slavia,1.5 TSI Ambition DSG,2024,42492,Petrol,Automatic,1193000.0,2,596500.0,21246.0,Skoda
Skoda Kylaq,Signature AT,2026,1100,Petrol,Automatic,1075000.0,0,inf,inf,Skoda
Maruti Suzuki Alto 800,CNG LXI,2015,73000,CNG,Manual,209000.0,11,19000.0,6636.363636363636,Maruti Suzuki
Tata Harrier,XZ Plus Dark Edition BSVI,2021,58135,Diesel,Manual,1063000.0,5,212600.0,11627.0,Tata
Toyota Fortuner Legender,4x4 AT,2024,30000,Diesel,Automatic,4450000.0,2,2225000.0,15000.0,Toyota
Maruti Suzuki Baleno,1.2 Delta,2017,74045,Petrol,Manual,333000.0,9,37000.0,8227.222222222223,Maruti Suzuki
Ford Ecosport,1.5 Diesel Titanium BSIV,2019,68000,Diesel,Manual,570000.0,7,81428.57142857143,9714.285714285714,Ford
Honda Amaze,VX CVT Petrol,2020,64000,Petrol,Automatic,565000.0,6,94166.66666666667,10666.666666666666,Honda
Maruti Suzuki Baleno,Alpha AMT BSVI,2022,30400,Petrol,Automatic,725000.0,4,181250.0,7600.0,Maruti Suzuki
BMW 5 Series,520d Luxury Line,2018,99000,Diesel,Automatic,1849000.0,8,231125.0,12375.0,BMW
Mahindra Thar,LX Hard Top Diesel,2023,31000,Diesel,Manual,1155000.0,3,385000.0,10333.333333333334,Mahindra
BMW 6 Series,GT 630i M Sport,2023,6000,Petrol,Automatic,5700000.0,3,1900000.0,2000.0,BMW
Mercedes-Benz AMG GLA 35,4MATIC BSVI,2023,37000,Petrol,Automatic,3700000.0,3,1233333.3333333333,12333.333333333334,Mercedes-Benz
Maruti Suzuki Dzire,ZXI Plus,2018,62495,Petrol,Manual,467000.0,8,58375.0,7811.875,Maruti Suzuki
Maruti Suzuki Ciaz,1.4 AT Alpha,2018,102311,Petrol,Automatic,540000.0,8,67500.0,12788.875,Maruti Suzuki
Honda Amaze,S CVT Petrol BSIV,2019,32313,Petrol,Automatic,452000.0,7,64571.42857142857,4616.142857142857,Honda
Kia Carnival,Limousine Plus,2022,99000,Diesel,Automatic,2590000.0,4,647500.0,24750.0,Kia
Maruti Suzuki Baleno,1.2 Alpha,2018,53000,Petrol,Manual,445000.0,8,55625.0,6625.0,Maruti Suzuki
Hyundai Grand i10,1.2 Kappa Asta,2019,55000,Petrol,Manual,415000.00000000006,7,59285.7142857143,7857.142857142857,Hyundai
Toyota Glanza,V CVT,2020,55000,Petrol,Automatic,620000.0,6,103333.33333333333,9166.666666666666,Toyota
Maruti Suzuki Vitara Brezza,ZXI,2022,29185,Petrol,Manual,713000.0,4,178250.0,7296.25,Maruti Suzuki
Skoda Kushaq,1.0 TSI Active,2023,25000,Petrol,Manual,835000.0,3,278333.3333333333,8333.333333333334,Skoda
Honda Amaze,V CVT Petrol BSIV,2019,32722,Petrol,Automatic,516000.0,7,73714.28571428571,4674.571428571428,Honda
Audi Q3,35 TDI Quattro Premium Plus,2018,55000,Diesel,Automatic,1500000.0,8,187500.0,6875.0,Audi
Toyota Corolla Altis,1.8 VL CVT,2018,97142,Petrol,Automatic,777000.0,8,97125.0,12142.75,Toyota
Audi A6,35 TDI,2017,66000,Diesel,Automatic,1225000.0,9,136111.11111111112,7333.333333333333,Audi
Honda Amaze,S Option i-VTEC,2017,39000,Petrol,Manual,375000.0,9,41666.666666666664,4333.333333333333,Honda
MG Hector,Sharp DCT,2020,72000,Petrol,Automatic,800000.0,6,133333.33333333334,12000.0,MG
Hyundai Venue,S Turbo DCT,2022,62211,Petrol,Automatic,925000.0,4,231250.0,15552.75,Hyundai
Maruti Suzuki Grand Vitara,Delta AT,2024,34226,Petrol,Automatic,1029000.0,2,514500.0,17113.0,Maruti Suzuki
Maruti Suzuki XL6,Zeta,2021,62000,Petrol,Manual,825000.0,5,165000.0,12400.0,Maruti Suzuki
Tata Tiago,1.2 Revotron XT,2017,72000,Petrol,Manual,310000.0,9,34444.444444444445,8000.0,Tata
Maruti Suzuki Baleno,Zeta Diesel,2016,93146,Diesel,Manual,384000.0,10,38400.0,9314.6,Maruti Suzuki
Tata Tigor,1.2 Revotron XT,2018,88280,Petrol,Manual,275000.0,8,34375.0,11035.0,Tata
Maruti Suzuki Grand Vitara,Sigma,2023,48000,Petrol,Manual,925000.0,3,308333.3333333333,16000.0,Maruti Suzuki
Maruti Suzuki Baleno,Zeta Diesel,2016,110204,Diesel,Manual,347000.0,10,34700.0,11020.4,Maruti Suzuki
Hyundai Creta,EX(O) iVT,2025,10000,Petrol,Automatic,1445000.0,1,1445000.0,10000.0,Hyundai
Kia Seltos,HTX IVT,2024,15856,Petrol,Automatic,1550000.0,2,775000.0,7928.0,Kia
Tata Nexon,XZ Plus S BSVI,2017,106841,Petrol,Manual,384000.0,9,42666.666666666664,11871.222222222223,Tata
Mahindra Thar,LX Hard Top Diesel,2026,38000,Diesel,Manual,1225000.0,0,inf,inf,Mahindra
Mercedes-Benz E-Class,E 350 d BSIV,2019,15200,Diesel,Automatic,3295000.0000000005,7,470714.2857142858,2171.4285714285716,Mercedes-Benz
Mercedes-Benz GLC,300,2024,16000,Petrol,Automatic,6300000.0,2,3150000.0,8000.0,Mercedes-Benz
Mahindra Thar,LX Hard Top Diesel RWD,2024,5500,Diesel,Manual,1300000.0,2,650000.0,2750.0,Mahindra
Honda Amaze,SX i-VTEC,2014,88651,Petrol,Manual,215000.0,12,17916.666666666668,7387.583333333333,Honda
Maruti Suzuki Swift,ZXI,2014,51965,Petrol,Manual,231000.0,12,19250.0,4330.416666666667,Maruti Suzuki
Maruti Suzuki Grand Vitara,Zeta,2023,11201,Petrol,Manual,1185000.0,3,395000.0,3733.6666666666665,Maruti Suzuki
Mahindra Thar,LX 4WD Hard Top AT BSVI,2021,31000,Petrol,Automatic,1375000.0,5,275000.0,6200.0,Mahindra
Toyota Etios Liva,G,2016,61500,Petrol,Manual,225000.0,10,22500.0,6150.0,Toyota
Maruti Suzuki Invicto,Zeta Plus 7Str,2024,8500,Petrol,Automatic,2450000.0,2,1225000.0,4250.0,Maruti Suzuki
Hyundai i20,1.2 Asta,2018,84249,Petrol,Manual,401000.0,8,50125.0,10531.125,Hyundai
Nissan Magnite,XV Premium,2023,18478,Petrol,Manual,634000.0,3,211333.33333333334,6159.333333333333,Nissan
Maruti Suzuki Wagon R,VXI 1.2,2019,46641,Petrol,Manual,333000.0,7,47571.42857142857,6663.0,Maruti Suzuki
Honda Amaze,S i-VTEC,2015,40180,Petrol,Manual,318000.0,11,28909.090909090908,3652.7272727272725,Honda
Kia Seltos,Gravity Diesel,2025,18000,Diesel,Manual,1895000.0,1,1895000.0,18000.0,Kia
Maruti Suzuki Swift,VXI,2013,71414,Petrol,Manual,264000.0,13,20307.69230769231,5493.384615384615,Maruti Suzuki
Hyundai i20,Sportz 1.2,2020,61538,Petrol,Manual,474000.0,6,79000.0,10256.333333333334,Hyundai
Maruti Suzuki Swift,ZXI,2015,88959,Petrol,Manual,287000.0,11,26090.909090909092,8087.181818181818,Maruti Suzuki
Honda Amaze,S i-VTEC,2017,70000,Petrol,Manual,345000.0,9,38333.333333333336,7777.777777777777,Honda
Jeep Compass,1.4 Limited,2019,56000,Petrol,Automatic,1150000.0,7,164285.7142857143,8000.0,Jeep
Hyundai Creta,1.6 VTVT AT SX Plus,2017,57000,Petrol,Automatic,595000.0,9,66111.11111111111,6333.333333333333,Hyundai
Honda City,i VTEC CVT VX,2017,73312,Petrol,Automatic,420000.0,9,46666.666666666664,8145.777777777777,Honda
Hyundai Creta,1.6 VTVT AT SX Plus,2018,40000,Petrol,Automatic,725000.0,8,90625.0,5000.0,Hyundai
Honda Brio,VX,2017,73380,Petrol,Manual,314000.0,9,34888.88888888889,8153.333333333333,Honda
Maruti Suzuki Celerio,VXI,2015,73944,Petrol,Manual,221000.0,11,20090.909090909092,6722.181818181818,Maruti Suzuki
Tata Nexon,1.2 Revotron XZ,2018,54000,Petrol,Manual,449000.0,8,56125.0,6750.0,Tata
Hyundai i10,Magna 1.2 iTech SE,2015,48867,Petrol,Manual,237000.0,11,21545.454545454544,4442.454545454545,Hyundai
Maruti Suzuki Swift,LXI Optional-O,2017,54030,Petrol,Manual,316000.0,9,35111.11111111111,6003.333333333333,Maruti Suzuki
Maruti Suzuki Ciaz,Alpha BSIV,2019,71000,Petrol,Manual,590000.0,7,84285.71428571429,10142.857142857143,Maruti Suzuki
Honda City,i VTEC CVT VX,2016,65247,Petrol,Automatic,454000.0,10,45400.0,6524.7,Honda
Hyundai Aura,SX,2023,7596,Petrol,Manual,562000.0,3,187333.33333333334,2532.0,Hyundai
Land Rover Discovery Sport,Dynamic SE Diesel,2021,40000,Diesel,Automatic,3775000.0,5,755000.0,8000.0,Land Rover
Tata Zest,Revotron 1.2T XMS,2015,46000,Petrol,Manual,230000.0,11,20909.090909090908,4181.818181818182,Tata
Maruti Suzuki Celerio X,VXI,2018,41698,Petrol,Manual,286000.0,8,35750.0,5212.25,Maruti Suzuki
Kia Seltos,HTK,2024,31000,Petrol,Manual,1010000.0,2,505000.0,15500.0,Kia
Honda Amaze,S i-VTEC,2015,71528,Petrol,Manual,277000.0,11,25181.81818181818,6502.545454545455,Honda
Maruti Suzuki Swift Dzire,AMT VXI,2019,65000,Petrol,Automatic,435000.0,7,62142.857142857145,9285.714285714286,Maruti Suzuki
Tata Nexon,1.5 Revotorq XZ Plus,2018,85000,Diesel,Manual,400000.0,8,50000.0,10625.0,Tata
Tata Tigor,XZA Plus AMT,2024,51973,Petrol,Automatic,589000.0,2,294500.0,25986.5,Tata
Maruti Suzuki Swift,LXI Optional-O,2015,52862,Petrol,Manual,214000.0,11,19454.545454545456,4805.636363636364,Maruti Suzuki
Tata Harrier,XTA Plus AT BSVI,2021,43254,Diesel,Automatic,1022000.0,5,204400.0,8650.8,Tata
Honda City,ZX MT,2022,47531,Petrol,Manual,975000.0,4,243750.0,11882.75,Honda
Tata Tigor,XZA,2019,75000,Petrol,Automatic,450000.0,7,64285.71428571428,10714.285714285714,Tata
Toyota Yaris,V CVT,2020,53000,Petrol,Automatic,675000.0,6,112500.0,8833.333333333334,Toyota
Mercedes-Benz S-Class,S400,2016,90000,Petrol,Automatic,3500000.0,10,350000.0,9000.0,Mercedes-Benz
Maruti Suzuki Celerio,VXI Optional MT BSIV,2018,40000,Petrol,Manual,325000.0,8,40625.0,5000.0,Maruti Suzuki
Honda City,V MT,2020,65000,Petrol,Manual,735000.0,6,122500.0,10833.333333333334,Honda
Honda WR-V,i-VTEC S,2018,40000,Petrol,Manual,475000.0,8,59375.0,5000.0,Honda
Mahindra Thar,LX 4WD Hard Top Diesel AT BSVI,2022,25000,Diesel,Automatic,1350000.0,4,337500.0,6250.0,Mahindra
Mercedes-Benz GLA,200,2024,14000,Petrol,Automatic,4100000.0,2,2050000.0,7000.0,Mercedes-Benz
Honda Amaze,SX i-VTEC,2015,67710,Petrol,Manual,245000.00000000003,11,22272.727272727276,6155.454545454545,Honda
Tata Tigor,XZA Plus AMT BSVI,2022,16000,Petrol,Automatic,555000.0,4,138750.0,4000.0,Tata
Mahindra Thar,LX Hard Top,2023,48000,Petrol,Manual,1160000.0,3,386666.6666666667,16000.0,Mahindra
Mercedes-Benz E-Class,E200 Edition E,2016,29000,Petrol,Automatic,1475000.0,10,147500.0,2900.0,Mercedes-Benz
Toyota Innova Crysta,2.7 GX AT 8S BSIV,2017,78000,Petrol,Automatic,894999.9999999999,9,99444.44444444444,8666.666666666666,Toyota
Tata Tiago,1.2 Revotron XZ,2017,60744,Petrol,Manual,279000.0,9,31000.0,6749.333333333333,Tata
BMW X5,xDrive 40i SportX Plus,2022,5500000,Petrol,Automatic,5400000.0,4,1350000.0,1375000.0,BMW
Maruti Suzuki Swift Dzire,AMT ZXI,2020,53370,Petrol,Automatic,435000.0,6,72500.0,8895.0,Maruti Suzuki
Tata Curvv,Pure Plus,2024,14000,Petrol,Manual,899000.0,2,449500.0,7000.0,Tata
Tata Tiago,1.2 Revotron XZ,2016,61000,Petrol,Manual,299000.0,10,29900.0,6100.0,Tata
Hyundai Venue,S Opt Turbo DCT,2025,15685,Petrol,Automatic,1125000.0,1,1125000.0,15685.0,Hyundai
Hyundai i10,Magna,2014,55000,Petrol,Manual,215000.0,12,17916.666666666668,4583.333333333333,Hyundai
Maruti Suzuki Swift Dzire,LXI BSVI,2022,26000,Petrol,Manual,550000.0,4,137500.0,6500.0,Maruti Suzuki
Volkswagen Tiguan R Line,2.0L TSI,2026,500,Petrol,Automatic,4100000.0,0,inf,inf,Volkswagen
Tata Tiago,1.2 Revotron XT,2021,34924,Petrol,Manual,445000.0,5,89000.0,6984.8,Tata
Maruti Suzuki Swift,LXI,2017,133651,Petrol,Manual,256000.0,9,28444.444444444445,14850.111111111111,Maruti Suzuki
Hyundai Aura,S CNG,2021,73000,CNG,Manual,570000.0,5,114000.0,14600.0,Hyundai
Toyota Yaris,J CVT BSIV,2019,65000,Petrol,Automatic,575000.0,7,82142.85714285714,9285.714285714286,Toyota
Maruti Suzuki Wagon R,LXI BS IV,2015,45000,Petrol,Manual,235000.0,11,21363.636363636364,4090.909090909091,Maruti Suzuki
Ford Ecosport,1.5 Ti VCT MT Ambiente BSIV,2016,55360,Petrol,Manual,298000.0,10,29800.0,5536.0,Ford
Tata Tiago,XT BSVI,2021,22544,Petrol,Manual,412000.0,5,82400.0,4508.8,Tata
Maruti Suzuki Ciaz,1.4 AT Zeta,2017,48006,Petrol,Automatic,485000.0,9,53888.88888888889,5334.0,Maruti Suzuki
Skoda Octavia,Style,2021,45000,Petrol,Automatic,1999000.0,5,399800.0,9000.0,Skoda
BMW X5,xDrive40i M Sport,2024,39000,Petrol,Automatic,8400000.0,2,4200000.0,19500.0,BMW
Hyundai i20,Sportz Petrol,2013,86237,Petrol,Manual,241000.0,13,18538.46153846154,6633.615384615385,Hyundai
Tata Nexon,1.2 Revotron XZ Plus,2020,26718,Petrol,Manual,562000.0,6,93666.66666666667,4453.0,Tata
Maruti Suzuki Baleno,Zeta Diesel,2019,45171,Diesel,Manual,501000.0,7,71571.42857142857,6453.0,Maruti Suzuki
Toyota Fortuner,4X2 AT,2024,13500,Petrol,Automatic,3590000.0,2,1795000.0,6750.0,Toyota
Honda Mobilio,S i-VTEC,2015,68000,Petrol,Manual,359000.0,11,32636.363636363636,6181.818181818182,Honda
Mahindra Thar,LX 4WD Hard Top BSVI,2021,72000,Petrol,Manual,1015000.0,5,203000.0,14400.0,Mahindra
Maruti Suzuki Grand Vitara,Zeta,2023,25530,Petrol,Manual,1148000.0,3,382666.6666666667,8510.0,Maruti Suzuki
Mahindra Thar,LX Hard Top AT RWD,2024,22000,Petrol,Automatic,1250000.0,2,625000.0,11000.0,Mahindra
Land Rover Range Rover Velar,R-Dynamic S Petrol MY21,2020,29500,Petrol,Automatic,4975000.0,6,829166.6666666666,4916.666666666667,Land Rover
Toyota Innova Crysta,2.4 ZX 7 STR AT,2020,76000,Diesel,Automatic,1849000.0,6,308166.6666666667,12666.666666666666,Toyota
Maruti Suzuki Swift Dzire,VXI BSVI,2021,17000,Petrol,Manual,625000.0,5,125000.0,3400.0,Maruti Suzuki
