Model,Variant,Year,Odometer_Reading,Fuel_type,Transmission,Price
Maruti Suzuki Swift,LXI,2019,"60,000 kms",Petrol,Manual,₹4.50 Lakh
Maruti Suzuki Wagon R,CNG LXI Opt,2021,"54,000 kms",CNG,Manual,₹4.56 Lakh
Maruti Suzuki Ertiga,ZXI,2013,"71,000 kms",Petrol,Manual,₹3.55 Lakh
Mahindra Scorpio N,Z8L 6 Str Diesel 2023-2025,2024,"26,000 kms",Diesel,Manual,₹20.75 Lakh
BYD Seal,Premium Range,2024,"12,000 kms",Electric,Automatic,₹37.50 Lakh
Maruti Suzuki Wagon R,CNG LXI,2021,"75,000 kms",CNG,Manual,₹4.25 Lakh
Mahindra Scorpio,S9,2021,"73,000 kms",Diesel,Manual,₹12.40 Lakh
Honda Brio,VX AT,2014,"21,005 kms",Petrol,Automatic,₹2.45 Lakh
Tata Punch,Adventure AMT,2024,"15,000 kms",Petrol,Automatic,₹6.25 Lakh
Maruti Suzuki Wagon R,VXI BS IV,2013,"81,000 kms",Petrol,Manual,₹1.49 Lakh
Maruti Suzuki Vitara Brezza,VDi,2019,"60,000 kms",Diesel,Manual,₹5.65 Lakh
Hyundai Creta,1.6 VTVT S,2016,"65,000 kms",Petrol,Manual,₹6.25 Lakh
Maruti Suzuki Swift,VXI,2018,"52,000 kms",Petrol,Manual,₹4.75 Lakh
Maruti Suzuki Celerio,VXI CNG Optional BSIV,2018,"67,000 kms",CNG,Manual,₹3.70 Lakh
Kia Seltos,HTK Plus G,2022,"28,000 kms",Petrol,Manual,₹10.50 Lakh
MG Hector,Shine CVT,2021,"34,000 kms",Petrol,Automatic,₹10.90 Lakh
Maruti Suzuki Celerio,VXI CNG BSIV,2018,"67,000 kms",CNG,Manual,₹3.90 Lakh
Maruti Suzuki Swift,VXI,2018,"23,115 kms",Petrol,Manual,₹4.59 Lakh
Kia Seltos,HTK Plus G,2020,"63,000 kms",Petrol,Manual,₹7.49 Lakh
Kia Seltos,HTK Plus G,2022,"28,000 kms",Petrol,Manual,₹10.50 Lakh
MG Hector,Shine CVT,2021,"34,000 kms",Petrol,Automatic,₹10.90 Lakh
Maruti Suzuki Swift,VXI,2018,"23,115 kms",Petrol,Manual,₹4.59 Lakh
Maruti Suzuki Celerio,VXI CNG BSIV,2018,"67,000 kms",CNG,Manual,₹3.90 Lakh
Kia Seltos,HTK Plus G,2020,"63,000 kms",Petrol,Manual,₹7.49 Lakh
Honda Jazz,V,2019,"40,000 kms",Petrol,Manual,₹4.65 Lakh
Tata Harrier,XZA Dual Tone AT BSVI,2020,"89,000 kms",Diesel,Automatic,₹10.90 Lakh
Toyota Fortuner,4X2 Diesel,2025,"23,500 kms",Diesel,Manual,₹37.45 Lakh
Toyota Yaris,VX CVT BSIV,2018,"67,000 kms",Petrol,Automatic,₹5.99 Lakh
Mahindra XUV700,AX5 5Str AT,2022,"41,611 kms",Petrol,Automatic,₹15.15 Lakh
Renault Kiger,RXZ AMT,2021,"46,398 kms",Petrol,Automatic,₹5.61 Lakh
Mercedes-Benz B Class,B180 Sports,2014,"37,000 kms",Petrol,Automatic,₹9.75 Lakh
Toyota Glanza,G,2026,100 kms,Petrol,Manual,₹8.75 Lakh
Tata Nexon,XMA Plus AMT S BSVI,2022,"76,208 kms",Petrol,Automatic,₹6.02 Lakh
Hyundai Venue,S BSIV,2020,"52,000 kms",Petrol,Manual,₹5.85 Lakh
Tata Tigor,1.2 Revotron XT,2018,"88,280 kms",Petrol,Manual,₹2.75 Lakh
Maruti Suzuki Celerio X,VXI,2018,"41,698 kms",Petrol,Manual,₹2.86 Lakh
Hyundai Venue,S,2020,"52,000 kms",Petrol,Manual,₹5.85 Lakh
Hyundai Venue,S BSIV,2020,"52,000 kms",Petrol,Manual,₹5.90 Lakh
Hyundai Venue,S,2020,"52,000 kms",Petrol,Manual,₹5.90 Lakh
Maruti Suzuki Celerio X,VXI,2018,"41,698 kms",Petrol,Manual,₹2.86 Lakh
Hyundai Venue,S,2020,"52,000 kms",Petrol,Manual,₹5.85 Lakh
Hyundai Venue,S BSIV,2020,"52,000 kms",Petrol,Manual,₹5.85 Lakh
Hyundai Venue,S BSIV,2020,"52,000 kms",Petrol,Manual,₹5.90 Lakh
Hyundai Venue,S,2020,"52,000 kms",Petrol,Manual,₹5.90 Lakh
Audi Q3,35 TDI Quattro Premium Plus,2015,"76,700 kms",Diesel,Automatic,₹7.51 Lakh
MG Hector Plus,Sharp Diesel MT,2022,"41,000 kms",Diesel,Manual,₹12.60 Lakh
Toyota Corolla Altis,VL,2011,"58,000 kms",Petrol,Automatic,₹2.75 Lakh
BMW X5,xDrive 40i SportX Plus,2021,"53,000 kms",Petrol,Automatic,₹55 Lakh
Toyota Glanza,G CNG BSVI,2023,"85,000 kms",CNG,Manual,₹7.45 Lakh
Tata Nexon,1.2 Revotron XZ,2018,"54,000 kms",Petrol,Manual,₹4.49 Lakh
Mercedes-Benz GLC Coupe,300d 4MATIC BSVI,2021,"59,000 kms",Diesel,Automatic,₹42.50 Lakh
Tata Nexon,XM S Diesel,2022,"54,085 kms",Diesel,Manual,₹5.93 Lakh
Toyota Glanza,G CNG,2023,"85,000 kms",CNG,Manual,₹7.49 Lakh
Maruti Suzuki Swift Dzire,AMT VXI,2018,"57,000 kms",Petrol,Automatic,₹4.35 Lakh
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2018,"74,000 kms",Petrol,Automatic,₹23.75 Lakh
Tata Nexon,XM BSVI,2021,"55,017 kms",Petrol,Manual,₹5.81 Lakh
Tata Nexon,1.2 Revotron XZA Plus,2019,"61,000 kms",Petrol,Automatic,₹5.20 Lakh
Mercedes-Benz S-Class,S450 4Matic BSVI,2022,"8,900 kms",Petrol,Automatic,₹1.11 Crore
Tata Tiago,XT BSVI,2021,"41,576 kms",Petrol,Manual,₹3.73 Lakh
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2018,"74,000 kms",Petrol,Automatic,₹23.75 Lakh
Tata Nexon,XM BSVI,2021,"55,017 kms",Petrol,Manual,₹5.81 Lakh
Tata Nexon,1.2 Revotron XZA Plus,2019,"61,000 kms",Petrol,Automatic,₹5.20 Lakh
Mercedes-Benz S-Class,S450 4Matic BSVI,2022,"8,900 kms",Petrol,Automatic,₹1.11 Crore
Tata Tiago,XT BSVI,2021,"41,576 kms",Petrol,Manual,₹3.73 Lakh
Tata Curvv,Pure Plus,2024,"14,000 kms",Petrol,Manual,₹8.99 Lakh
Skoda Kodiaq,2.0 TDI Style,2018,"75,000 kms",Diesel,Automatic,₹13.90 Lakh
Maruti Suzuki Swift Dzire,AMT VXI,2019,"65,000 kms",Petrol,Automatic,₹4.35 Lakh
Hyundai Tucson,2.0 Dual VTVT 2WD AT GL,2017,"95,364 kms",Petrol,Automatic,₹7.39 Lakh
Audi A4,30 TFSI Technology,2018,"55,000 kms",Petrol,Automatic,₹16.95 Lakh
Skoda Superb,Style 1.8 TSI AT,2018,"60,000 kms",Petrol,Automatic,₹14 Lakh
Nissan Terrano,XL,2016,"62,000 kms",Petrol,Manual,₹3.55 Lakh
Hyundai Elantra,SX,2012,"82,000 kms",Petrol,Manual,₹2.90 Lakh
Tata Tiago,1.2 Revotron XZA,2017,"68,000 kms",Petrol,Automatic,₹3.15 Lakh
Skoda Octavia,1.8 TSI AT Style,2018,"59,000 kms",Petrol,Automatic,₹9.99 Lakh
Maruti Suzuki Baleno,1.2 Delta,2017,"1,16,983 kms",Petrol,Manual,₹2.94 Lakh
Tata Tiago,1.2 Revotron XT,2017,"31,523 kms",Petrol,Manual,₹2.98 Lakh
Audi Q3,2.0 TDI Quattro,2016,"77,000 kms",Diesel,Automatic,₹9.75 Lakh
Skoda Octavia,1.8 TSI AT Style Plus,2017,"1,03,026 kms",Petrol,Automatic,₹7.25 Lakh
Tata Altroz,XZ Plus DCT BSVI,2022,"49,000 kms",Petrol,Automatic,₹6.49 Lakh
Tata Tiago,1.2 Revotron XT,2017,"31,523 kms",Petrol,Manual,₹2.98 Lakh
Audi Q3,2.0 TDI Quattro,2016,"77,000 kms",Diesel,Automatic,₹9.75 Lakh
Skoda Octavia,1.8 TSI AT Style Plus,2017,"1,03,026 kms",Petrol,Automatic,₹7.25 Lakh
Tata Altroz,XZ Plus DCT BSVI,2022,"49,000 kms",Petrol,Automatic,₹6.49 Lakh
Tata Tiago,1.2 Revotron XZ,2019,"53,000 kms",Petrol,Manual,₹3.65 Lakh
Maruti Suzuki Swift,VXI AMT,2019,"59,653 kms",Petrol,Automatic,₹4.13 Lakh
Volvo XC40,T4 R-Design,2020,"18,500 kms",Petrol,Automatic,₹26 Lakh
Hyundai Xcent,1.2 VTVT S,2014,"46,574 kms",Petrol,Manual,₹2.84 Lakh
Hyundai Aura,S CNG,2021,"73,000 kms",CNG,Manual,₹5.70 Lakh
Hyundai Grand i10 Nios,Sportz CNG,2022,"46,000 kms",CNG,Manual,₹5.65 Lakh
Maruti Suzuki Swift,VXI AMT BSVI,2021,"56,000 kms",Petrol,Automatic,₹5.20 Lakh
BMW 6 Series,GT 630i M Sport,2024,"10,000 kms",Petrol,Automatic,₹60 Lakh
Ford Ecosport,1.5 Ti VCT AT Titanium,2014,"65,882 kms",Petrol,Automatic,₹2.90 Lakh
Maruti Suzuki Swift,VXI AMT,2023,"43,000 kms",Petrol,Automatic,₹6.49 Lakh
Tata Nexon,1.5 Revotorq XZ Plus,2018,"85,000 kms",Diesel,Manual,₹4 Lakh
Maruti Suzuki Swift,LXi,2023,"21,405 kms",Petrol,Manual,₹5.13 Lakh
Tata Nexon,1.5 Revotorq XT,2017,"78,000 kms",Diesel,Manual,₹3.75 Lakh
Honda Amaze,V,2019,"61,986 kms",Petrol,Manual,₹4.23 Lakh
Maruti Suzuki Swift Dzire,LXI BSVI,2022,"26,000 kms",Petrol,Manual,₹5.59 Lakh
Tata Nexon,XMA S AMT Diesel,2022,"71,000 kms",Diesel,Automatic,₹7.25 Lakh
Maruti Suzuki Swift,VXI AMT BSVI,2021,"56,000 kms",Petrol,Automatic,₹5.20 Lakh
BMW 6 Series,GT 630i M Sport,2024,"10,000 kms",Petrol,Automatic,₹60 Lakh
Ford Ecosport,1.5 Ti VCT AT Titanium,2014,"65,882 kms",Petrol,Automatic,₹2.90 Lakh
Maruti Suzuki Swift,VXI AMT,2023,"43,000 kms",Petrol,Automatic,₹6.49 Lakh
Tata Nexon,1.5 Revotorq XZ Plus,2018,"85,000 kms",Diesel,Manual,₹4 Lakh
Maruti Suzuki Swift,LXi,2023,"21,405 kms",Petrol,Manual,₹5.13 Lakh
Tata Nexon,1.5 Revotorq XT,2017,"78,000 kms",Diesel,Manual,₹3.75 Lakh
Honda Amaze,V,2019,"61,986 kms",Petrol,Manual,₹4.23 Lakh
Maruti Suzuki Swift Dzire,LXI BSVI,2022,"26,000 kms",Petrol,Manual,₹5.59 Lakh
Tata Nexon,XMA S AMT Diesel,2022,"71,000 kms",Diesel,Automatic,₹7.25 Lakh
Maruti Suzuki Swift Dzire,ZDI,2017,"70,000 kms",Diesel,Manual,₹4.50 Lakh
Tata Tiago,XZ Plus,2022,"73,225 kms",Petrol,Manual,₹4.84 Lakh
Hyundai Grand i10 Nios,Sportz CNG,2022,"46,000 kms",CNG,Manual,₹5.75 Lakh
Bentley Flying Spur,V8,2017,"22,000 kms",Petrol,Automatic,₹1.58 Crore
Honda Amaze,S Petrol BSIV,2019,"62,000 kms",Petrol,Manual,₹4.90 Lakh
Toyota Innova Hycross,ZX(O) Hybrid,2024,"69,000 kms",Petrol,Automatic,₹31.49 Lakh
Hyundai Creta,SX IVT BSVI,2021,"68,000 kms",Petrol,Automatic,₹10.90 Lakh
Maruti Suzuki Swift Dzire,VXI BSVI,2023,"30,000 kms",Petrol,Manual,₹6.30 Lakh
Hyundai Grand i10,Sportz,2014,"85,000 kms",Petrol,Manual,₹2.25 Lakh
Tata Nexon,1.5 Revotorq XZA Plus,2019,"75,000 kms",Diesel,Automatic,₹5.40 Lakh
Maruti Suzuki Swift,VXI AMT BSVI,2021,"56,000 kms",Petrol,Automatic,₹5.20 Lakh
BMW 6 Series,GT 630i M Sport,2024,"10,000 kms",Petrol,Automatic,₹60 Lakh
Ford Ecosport,1.5 Ti VCT AT Titanium,2014,"65,882 kms",Petrol,Automatic,₹2.90 Lakh
Maruti Suzuki Swift,VXI AMT,2023,"43,000 kms",Petrol,Automatic,₹6.49 Lakh
Tata Nexon,1.5 Revotorq XZ Plus,2018,"85,000 kms",Diesel,Manual,₹4 Lakh
Maruti Suzuki Swift,LXi,2023,"21,405 kms",Petrol,Manual,₹5.13 Lakh
Tata Nexon,1.5 Revotorq XT,2017,"78,000 kms",Diesel,Manual,₹3.75 Lakh
Honda Amaze,V,2019,"61,986 kms",Petrol,Manual,₹4.23 Lakh
Maruti Suzuki Swift Dzire,LXI BSVI,2022,"26,000 kms",Petrol,Manual,₹5.59 Lakh
Tata Nexon,XMA S AMT Diesel,2022,"71,000 kms",Diesel,Automatic,₹7.25 Lakh
Maruti Suzuki Swift Dzire,ZDI,2017,"70,000 kms",Diesel,Manual,₹4.50 Lakh
Tata Tiago,XZ Plus,2022,"73,225 kms",Petrol,Manual,₹4.84 Lakh
Hyundai Grand i10 Nios,Sportz CNG,2022,"46,000 kms",CNG,Manual,₹5.75 Lakh
Bentley Flying Spur,V8,2017,"22,000 kms",Petrol,Automatic,₹1.58 Crore
Honda Amaze,S Petrol BSIV,2019,"62,000 kms",Petrol,Manual,₹4.90 Lakh
Toyota Innova Hycross,ZX(O) Hybrid,2024,"69,000 kms",Petrol,Automatic,₹31.49 Lakh
Hyundai Creta,SX IVT BSVI,2021,"68,000 kms",Petrol,Automatic,₹10.90 Lakh
Maruti Suzuki Swift Dzire,VXI BSVI,2023,"30,000 kms",Petrol,Manual,₹6.30 Lakh
Hyundai Grand i10,Sportz,2014,"85,000 kms",Petrol,Manual,₹2.25 Lakh
Tata Nexon,1.5 Revotorq XZA Plus,2019,"75,000 kms",Diesel,Automatic,₹5.40 Lakh
Maruti Suzuki Swift,VXI AMT BSVI,2021,"56,000 kms",Petrol,Automatic,₹5.20 Lakh
BMW 6 Series,GT 630i M Sport,2024,"10,000 kms",Petrol,Automatic,₹60 Lakh
Ford Ecosport,1.5 Ti VCT AT Titanium,2014,"65,882 kms",Petrol,Automatic,₹2.90 Lakh
Maruti Suzuki Swift,VXI AMT,2023,"43,000 kms",Petrol,Automatic,₹6.49 Lakh
Tata Nexon,1.5 Revotorq XZ Plus,2018,"85,000 kms",Diesel,Manual,₹4 Lakh
Maruti Suzuki Swift,LXi,2023,"21,405 kms",Petrol,Manual,₹5.13 Lakh
Tata Nexon,1.5 Revotorq XT,2017,"78,000 kms",Diesel,Manual,₹3.75 Lakh
Honda Amaze,V,2019,"61,986 kms",Petrol,Manual,₹4.23 Lakh
Maruti Suzuki Swift Dzire,LXI BSVI,2022,"26,000 kms",Petrol,Manual,₹5.59 Lakh
Tata Nexon,XMA S AMT Diesel,2022,"71,000 kms",Diesel,Automatic,₹7.25 Lakh
Maruti Suzuki Swift Dzire,ZDI,2017,"70,000 kms",Diesel,Manual,₹4.50 Lakh
Tata Tiago,XZ Plus,2022,"73,225 kms",Petrol,Manual,₹4.84 Lakh
Hyundai Grand i10 Nios,Sportz CNG,2022,"46,000 kms",CNG,Manual,₹5.75 Lakh
Bentley Flying Spur,V8,2017,"22,000 kms",Petrol,Automatic,₹1.58 Crore
Honda Amaze,S Petrol BSIV,2019,"62,000 kms",Petrol,Manual,₹4.90 Lakh
Toyota Innova Hycross,ZX(O) Hybrid,2024,"69,000 kms",Petrol,Automatic,₹31.49 Lakh
Hyundai Creta,SX IVT BSVI,2021,"68,000 kms",Petrol,Automatic,₹10.90 Lakh
Maruti Suzuki Swift Dzire,VXI BSVI,2023,"30,000 kms",Petrol,Manual,₹6.30 Lakh
Hyundai Grand i10,Sportz,2014,"85,000 kms",Petrol,Manual,₹2.25 Lakh
Tata Nexon,1.5 Revotorq XZA Plus,2019,"75,000 kms",Diesel,Automatic,₹5.40 Lakh
Maruti Suzuki Swift,VXI AMT BSVI,2021,"56,000 kms",Petrol,Automatic,₹5.20 Lakh
BMW 6 Series,GT 630i M Sport,2024,"10,000 kms",Petrol,Automatic,₹60 Lakh
Ford Ecosport,1.5 Ti VCT AT Titanium,2014,"65,882 kms",Petrol,Automatic,₹2.90 Lakh
Maruti Suzuki Swift,VXI AMT,2023,"43,000 kms",Petrol,Automatic,₹6.49 Lakh
Tata Nexon,1.5 Revotorq XZ Plus,2018,"85,000 kms",Diesel,Manual,₹4 Lakh
Maruti Suzuki Swift,LXi,2023,"21,405 kms",Petrol,Manual,₹5.13 Lakh
Tata Nexon,1.5 Revotorq XT,2017,"78,000 kms",Diesel,Manual,₹3.75 Lakh
Honda Amaze,V,2019,"61,986 kms",Petrol,Manual,₹4.23 Lakh
Maruti Suzuki Swift Dzire,LXI BSVI,2022,"26,000 kms",Petrol,Manual,₹5.59 Lakh
Tata Nexon,XMA S AMT Diesel,2022,"71,000 kms",Diesel,Automatic,₹7.25 Lakh
Maruti Suzuki Swift Dzire,ZDI,2017,"70,000 kms",Diesel,Manual,₹4.50 Lakh
Tata Tiago,XZ Plus,2022,"73,225 kms",Petrol,Manual,₹4.84 Lakh
Hyundai Grand i10 Nios,Sportz CNG,2022,"46,000 kms",CNG,Manual,₹5.75 Lakh
Bentley Flying Spur,V8,2017,"22,000 kms",Petrol,Automatic,₹1.58 Crore
Honda Amaze,S Petrol BSIV,2019,"62,000 kms",Petrol,Manual,₹4.90 Lakh
Toyota Innova Hycross,ZX(O) Hybrid,2024,"69,000 kms",Petrol,Automatic,₹31.49 Lakh
Hyundai Creta,SX IVT BSVI,2021,"68,000 kms",Petrol,Automatic,₹10.90 Lakh
Maruti Suzuki Swift Dzire,VXI BSVI,2023,"30,000 kms",Petrol,Manual,₹6.30 Lakh
Hyundai Grand i10,Sportz,2014,"85,000 kms",Petrol,Manual,₹2.25 Lakh
Tata Nexon,1.5 Revotorq XZA Plus,2019,"75,000 kms",Diesel,Automatic,₹5.40 Lakh
Maruti Suzuki Swift,VXI AMT BSVI,2021,"56,000 kms",Petrol,Automatic,₹5.20 Lakh
BMW 6 Series,GT 630i M Sport,2024,"10,000 kms",Petrol,Automatic,₹60 Lakh
Ford Ecosport,1.5 Ti VCT AT Titanium,2014,"65,882 kms",Petrol,Automatic,₹2.90 Lakh
Maruti Suzuki Swift,VXI AMT,2023,"43,000 kms",Petrol,Automatic,₹6.49 Lakh
Tata Nexon,1.5 Revotorq XZ Plus,2018,"85,000 kms",Diesel,Manual,₹4 Lakh
Maruti Suzuki Swift,LXi,2023,"21,405 kms",Petrol,Manual,₹5.13 Lakh
Tata Nexon,1.5 Revotorq XT,2017,"78,000 kms",Diesel,Manual,₹3.75 Lakh
Honda Amaze,V,2019,"61,986 kms",Petrol,Manual,₹4.23 Lakh
Maruti Suzuki Swift Dzire,LXI BSVI,2022,"26,000 kms",Petrol,Manual,₹5.59 Lakh
Tata Nexon,XMA S AMT Diesel,2022,"71,000 kms",Diesel,Automatic,₹7.25 Lakh
Maruti Suzuki Swift Dzire,ZDI,2017,"70,000 kms",Diesel,Manual,₹4.50 Lakh
Tata Tiago,XZ Plus,2022,"73,225 kms",Petrol,Manual,₹4.84 Lakh
Hyundai Grand i10 Nios,Sportz CNG,2022,"46,000 kms",CNG,Manual,₹5.75 Lakh
Bentley Flying Spur,V8,2017,"22,000 kms",Petrol,Automatic,₹1.58 Crore
Honda Amaze,S Petrol BSIV,2019,"62,000 kms",Petrol,Manual,₹4.90 Lakh
Toyota Innova Hycross,ZX(O) Hybrid,2024,"69,000 kms",Petrol,Automatic,₹31.49 Lakh
Hyundai Creta,SX IVT BSVI,2021,"68,000 kms",Petrol,Automatic,₹10.90 Lakh
Maruti Suzuki Swift Dzire,VXI BSVI,2023,"30,000 kms",Petrol,Manual,₹6.30 Lakh
Hyundai Grand i10,Sportz,2014,"85,000 kms",Petrol,Manual,₹2.25 Lakh
Tata Nexon,1.5 Revotorq XZA Plus,2019,"75,000 kms",Diesel,Automatic,₹5.40 Lakh
Maruti Suzuki Swift,VXI AMT BSVI,2021,"56,000 kms",Petrol,Automatic,₹5.20 Lakh
BMW 6 Series,GT 630i M Sport,2024,"10,000 kms",Petrol,Automatic,₹60 Lakh
Ford Ecosport,1.5 Ti VCT AT Titanium,2014,"65,882 kms",Petrol,Automatic,₹2.90 Lakh
Maruti Suzuki Swift,VXI AMT,2023,"43,000 kms",Petrol,Automatic,₹6.49 Lakh
Tata Nexon,1.5 Revotorq XZ Plus,2018,"85,000 kms",Diesel,Manual,₹4 Lakh
Maruti Suzuki Swift,LXi,2023,"21,405 kms",Petrol,Manual,₹5.13 Lakh
Tata Nexon,1.5 Revotorq XT,2017,"78,000 kms",Diesel,Manual,₹3.75 Lakh
Honda Amaze,V,2019,"61,986 kms",Petrol,Manual,₹4.23 Lakh
Maruti Suzuki Swift Dzire,LXI BSVI,2022,"26,000 kms",Petrol,Manual,₹5.59 Lakh
Tata Nexon,XMA S AMT Diesel,2022,"71,000 kms",Diesel,Automatic,₹7.25 Lakh
Maruti Suzuki Swift Dzire,ZDI,2017,"70,000 kms",Diesel,Manual,₹4.50 Lakh
Tata Tiago,XZ Plus,2022,"73,225 kms",Petrol,Manual,₹4.84 Lakh
Hyundai Grand i10 Nios,Sportz CNG,2022,"46,000 kms",CNG,Manual,₹5.75 Lakh
Bentley Flying Spur,V8,2017,"22,000 kms",Petrol,Automatic,₹1.58 Crore
Honda Amaze,S Petrol BSIV,2019,"62,000 kms",Petrol,Manual,₹4.90 Lakh
Toyota Innova Hycross,ZX(O) Hybrid,2024,"69,000 kms",Petrol,Automatic,₹31.49 Lakh
Hyundai Creta,SX IVT BSVI,2021,"68,000 kms",Petrol,Automatic,₹10.90 Lakh
Maruti Suzuki Swift Dzire,VXI BSVI,2023,"30,000 kms",Petrol,Manual,₹6.30 Lakh
Hyundai Grand i10,Sportz,2014,"85,000 kms",Petrol,Manual,₹2.25 Lakh
Tata Nexon,1.5 Revotorq XZA Plus,2019,"75,000 kms",Diesel,Automatic,₹5.40 Lakh
Maruti Suzuki Swift,VXI AMT BSVI,2021,"56,000 kms",Petrol,Automatic,₹5.20 Lakh
BMW 6 Series,GT 630i M Sport,2024,"10,000 kms",Petrol,Automatic,₹60 Lakh
Ford Ecosport,1.5 Ti VCT AT Titanium,2014,"65,882 kms",Petrol,Automatic,₹2.90 Lakh
Maruti Suzuki Swift,VXI AMT,2023,"43,000 kms",Petrol,Automatic,₹6.49 Lakh
Tata Nexon,1.5 Revotorq XZ Plus,2018,"85,000 kms",Diesel,Manual,₹4 Lakh
Maruti Suzuki Swift,LXi,2023,"21,405 kms",Petrol,Manual,₹5.13 Lakh
Tata Nexon,1.5 Revotorq XT,2017,"78,000 kms",Diesel,Manual,₹3.75 Lakh
Honda Amaze,V,2019,"61,986 kms",Petrol,Manual,₹4.23 Lakh
Maruti Suzuki Swift Dzire,LXI BSVI,2022,"26,000 kms",Petrol,Manual,₹5.59 Lakh
Tata Nexon,XMA S AMT Diesel,2022,"71,000 kms",Diesel,Automatic,₹7.25 Lakh
Maruti Suzuki Swift Dzire,ZDI,2017,"70,000 kms",Diesel,Manual,₹4.50 Lakh
Tata Tiago,XZ Plus,2022,"73,225 kms",Petrol,Manual,₹4.84 Lakh
Hyundai Grand i10 Nios,Sportz CNG,2022,"46,000 kms",CNG,Manual,₹5.75 Lakh
Bentley Flying Spur,V8,2017,"22,000 kms",Petrol,Automatic,₹1.58 Crore
Honda Amaze,S Petrol BSIV,2019,"62,000 kms",Petrol,Manual,₹4.90 Lakh
Toyota Innova Hycross,ZX(O) Hybrid,2024,"69,000 kms",Petrol,Automatic,₹31.49 Lakh
Hyundai Creta,SX IVT BSVI,2021,"68,000 kms",Petrol,Automatic,₹10.90 Lakh
Maruti Suzuki Swift Dzire,VXI BSVI,2023,"30,000 kms",Petrol,Manual,₹6.30 Lakh
Hyundai Grand i10,Sportz,2014,"85,000 kms",Petrol,Manual,₹2.25 Lakh
Tata Nexon,1.5 Revotorq XZA Plus,2019,"75,000 kms",Diesel,Automatic,₹5.40 Lakh
Maruti Suzuki Swift,VXI AMT BSVI,2021,"56,000 kms",Petrol,Automatic,₹5.20 Lakh
BMW 6 Series,GT 630i M Sport,2024,"10,000 kms",Petrol,Automatic,₹60 Lakh
Ford Ecosport,1.5 Ti VCT AT Titanium,2014,"65,882 kms",Petrol,Automatic,₹2.90 Lakh
Maruti Suzuki Swift,VXI AMT,2023,"43,000 kms",Petrol,Automatic,₹6.49 Lakh
Tata Nexon,1.5 Revotorq XZ Plus,2018,"85,000 kms",Diesel,Manual,₹4 Lakh
Maruti Suzuki Swift,LXi,2023,"21,405 kms",Petrol,Manual,₹5.13 Lakh
Tata Nexon,1.5 Revotorq XT,2017,"78,000 kms",Diesel,Manual,₹3.75 Lakh
Honda Amaze,V,2019,"61,986 kms",Petrol,Manual,₹4.23 Lakh
Maruti Suzuki Swift Dzire,LXI BSVI,2022,"26,000 kms",Petrol,Manual,₹5.59 Lakh
Tata Nexon,XMA S AMT Diesel,2022,"71,000 kms",Diesel,Automatic,₹7.25 Lakh
Maruti Suzuki Swift Dzire,ZDI,2017,"70,000 kms",Diesel,Manual,₹4.50 Lakh
Tata Tiago,XZ Plus,2022,"73,225 kms",Petrol,Manual,₹4.84 Lakh
Hyundai Grand i10 Nios,Sportz CNG,2022,"46,000 kms",CNG,Manual,₹5.75 Lakh
Bentley Flying Spur,V8,2017,"22,000 kms",Petrol,Automatic,₹1.58 Crore
Honda Amaze,S Petrol BSIV,2019,"62,000 kms",Petrol,Manual,₹4.90 Lakh
Toyota Innova Hycross,ZX(O) Hybrid,2024,"69,000 kms",Petrol,Automatic,₹31.49 Lakh
Hyundai Creta,SX IVT BSVI,2021,"68,000 kms",Petrol,Automatic,₹10.90 Lakh
Maruti Suzuki Swift Dzire,VXI BSVI,2023,"30,000 kms",Petrol,Manual,₹6.30 Lakh
Hyundai Grand i10,Sportz,2014,"85,000 kms",Petrol,Manual,₹2.25 Lakh
Tata Nexon,1.5 Revotorq XZA Plus,2019,"75,000 kms",Diesel,Automatic,₹5.40 Lakh
Maruti Suzuki Swift,VXI AMT BSVI,2021,"56,000 kms",Petrol,Automatic,₹5.20 Lakh
BMW 6 Series,GT 630i M Sport,2024,"10,000 kms",Petrol,Automatic,₹60 Lakh
Ford Ecosport,1.5 Ti VCT AT Titanium,2014,"65,882 kms",Petrol,Automatic,₹2.90 Lakh
Maruti Suzuki Swift,VXI AMT,2023,"43,000 kms",Petrol,Automatic,₹6.49 Lakh
Tata Nexon,1.5 Revotorq XZ Plus,2018,"85,000 kms",Diesel,Manual,₹4 Lakh
Maruti Suzuki Swift,LXi,2023,"21,405 kms",Petrol,Manual,₹5.13 Lakh
Tata Nexon,1.5 Revotorq XT,2017,"78,000 kms",Diesel,Manual,₹3.75 Lakh
Honda Amaze,V,2019,"61,986 kms",Petrol,Manual,₹4.23 Lakh
Maruti Suzuki Swift Dzire,LXI BSVI,2022,"26,000 kms",Petrol,Manual,₹5.59 Lakh
Tata Nexon,XMA S AMT Diesel,2022,"71,000 kms",Diesel,Automatic,₹7.25 Lakh
Maruti Suzuki Swift Dzire,ZDI,2017,"70,000 kms",Diesel,Manual,₹4.50 Lakh
Tata Tiago,XZ Plus,2022,"73,225 kms",Petrol,Manual,₹4.84 Lakh
Hyundai Grand i10 Nios,Sportz CNG,2022,"46,000 kms",CNG,Manual,₹5.75 Lakh
Bentley Flying Spur,V8,2017,"22,000 kms",Petrol,Automatic,₹1.58 Crore
