Model,Variant,Year,Odometer_Reading,Fuel_type,Transmission,Price,Car_age,Price_per_year,KM_per_year
Toyota Yaris,J CVT BSIV,2019,65000,Petrol,Automatic,575000.0,7,82142.86,9285.71
Maruti Suzuki Wagon R,LXI BS IV,2015,45000,Petrol,Manual,235000.0,11,21363.64,4090.91
Ford Ecosport,1.5 Ti VCT MT Ambiente BSIV,2016,55360,Petrol,Manual,298000.0,10,29800.0,5536.0
Tata Tiago,XT BSVI,2021,22544,Petrol,Manual,412000.0,5,82400.0,4508.8
Maruti Suzuki Ciaz,1.4 AT Zeta,2017,48006,Petrol,Automatic,484999.99999999994,9,53888.89,5334.0
Skoda Octavia,Style,2021,45000,Petrol,Automatic,1998999.9999999998,5,399800.0,9000.0
BMW X5,xDrive40i M Sport,2024,39000,Petrol,Automatic,8400000.0,2,4200000.0,19500.0
Hyundai i20,Sportz Petrol,2013,86237,Petrol,Manual,241000.0,13,18538.46,6633.62
Tata Nexon,1.2 Revotron XZ Plus,2020,26718,Petrol,Manual,562000.0,6,93666.67,4453.0
Maruti Suzuki Baleno,Zeta Diesel,2019,45171,Diesel,Manual,501000.0,7,71571.43,6453.0
Toyota Fortuner,4X2 AT,2024,13500,Petrol,Automatic,3590000.0,2,1795000.0,6750.0
Honda Mobilio,S i-VTEC,2015,68000,Petrol,Manual,359000.0,11,32636.36,6181.82
Mahindra Thar,LX 4WD Hard Top BSVI,2021,72000,Petrol,Manual,1015000.0,5,203000.0,14400.0
Maruti Suzuki Grand Vitara,Zeta,2023,25530,Petrol,Manual,1148000.0,3,382666.67,8510.0
Mahindra Thar,LX Hard Top AT RWD,2024,22000,Petrol,Automatic,1250000.0,2,625000.0,11000.0
Land Rover Range Rover Velar,R-Dynamic S Petrol MY21,2020,29500,Petrol,Automatic,4975000.0,6,829166.67,4916.67
Toyota Innova Crysta,2.4 ZX 7 STR AT,2020,76000,Diesel,Automatic,1848999.9999999998,6,308166.67,12666.67
Maruti Suzuki Swift Dzire,VXI BSVI,2021,17000,Petrol,Manual,625000.0,5,125000.0,3400.0
Land Rover Discovery,HSE 2.0 SD4,2017,72000,Petrol,Automatic,2590000.0,9,287777.78,8000.0
Tata Nexon,XM BSVI,2021,40000,Petrol,Manual,590000.0,5,118000.0,8000.0
Mercedes-Benz GLA,200,2024,5500,Petrol,Automatic,4250000.0,2,2125000.0,2750.0
Toyota Glanza,G CNG BSVI,2023,85000,CNG,Manual,740000.0,3,246666.67,28333.33
Tata Nexon,1.5 Revotorq XMA,2019,92000,Diesel,Automatic,545000.0,7,77857.14,13142.86
Maruti Suzuki Swift,LXI,2019,60000,Petrol,Manual,450000.0,7,64285.71,8571.43
Maruti Suzuki Wagon R,CNG LXI Opt,2021,54000,CNG,Manual,455999.99999999994,5,91200.0,10800.0
Mahindra Scorpio,S9,2021,73000,Diesel,Manual,1240000.0,5,248000.0,14600.0
Honda Brio,VX AT,2014,21005,Petrol,Automatic,245000.00000000003,12,20416.67,1750.42
Maruti Suzuki Ertiga,ZXI,2013,71000,Petrol,Manual,355000.0,13,27307.69,5461.54
Mahindra Scorpio N,Z8L 6 Str Diesel 2023-2025,2024,26000,Diesel,Manual,2075000.0,2,1037500.0,13000.0
BYD Seal,Premium Range,2024,12000,Electric,Automatic,3750000.0,2,1875000.0,6000.0
Maruti Suzuki Wagon R,CNG LXI,2021,75000,CNG,Manual,425000.0,5,85000.0,15000.0
Tata Punch,Adventure AMT,2024,15000,Petrol,Automatic,625000.0,2,312500.0,7500.0
Maruti Suzuki Wagon R,VXI BS IV,2013,81000,Petrol,Manual,149000.0,13,11461.54,6230.77
Maruti Suzuki Vitara Brezza,VDi,2019,60000,Diesel,Manual,565000.0,7,80714.29,8571.43
Hyundai Creta,1.6 VTVT S,2016,65000,Petrol,Manual,625000.0,10,62500.0,6500.0
Maruti Suzuki Swift,VXI,2018,52000,Petrol,Manual,475000.0,8,59375.0,6500.0
Maruti Suzuki Celerio,VXI CNG Optional BSIV,2018,67000,CNG,Manual,370000.0,8,46250.0,8375.0
Kia Seltos,HTK Plus G,2022,28000,Petrol,Manual,1050000.0,4,262500.0,7000.0
MG Hector,Shine CVT,2021,34000,Petrol,Automatic,1090000.0,5,218000.0,6800.0
Maruti Suzuki Celerio,VXI CNG BSIV,2018,67000,CNG,Manual,390000.0,8,48750.0,8375.0
Maruti Suzuki Swift,VXI,2018,23115,Petrol,Manual,459000.0,8,57375.0,2889.38
Kia Seltos,HTK Plus G,2020,63000,Petrol,Manual,749000.0,6,124833.33,10500.0
Tata Harrier,XZA Dual Tone AT BSVI,2020,89000,Diesel,Automatic,1090000.0,6,181666.67,14833.33
Toyota Fortuner,4X2 Diesel,2025,23500,Diesel,Manual,3745000.0000000005,1,3745000.0,23500.0
Toyota Yaris,VX CVT BSIV,2018,67000,Petrol,Automatic,599000.0,8,74875.0,8375.0
Mahindra XUV700,AX5 5Str AT,2022,41611,Petrol,Automatic,1515000.0,4,378750.0,10402.75
Renault Kiger,RXZ AMT,2021,46398,Petrol,Automatic,561000.0,5,112200.0,9279.6
Mercedes-Benz B Class,B180 Sports,2014,37000,Petrol,Automatic,975000.0,12,81250.0,3083.33
Toyota Glanza,G,2026,100,Petrol,Manual,875000.0,0,inf,inf
Tata Nexon,XMA Plus AMT S BSVI,2022,76208,Petrol,Automatic,602000.0,4,150500.0,19052.0
Hyundai Venue,S BSIV,2020,52000,Petrol,Manual,585000.0,6,97500.0,8666.67
Hyundai Venue,S,2020,52000,Petrol,Manual,585000.0,6,97500.0,8666.67
Hyundai Venue,S BSIV,2020,52000,Petrol,Manual,590000.0,6,98333.33,8666.67
Audi Q3,35 TDI Quattro Premium Plus,2015,76700,Diesel,Automatic,751000.0,11,68272.73,6972.73
BMW X5,xDrive 40i SportX Plus,2021,53000,Petrol,Automatic,5500000.0,5,1100000.0,10600.0
Toyota Glanza,G CNG BSVI,2023,85000,CNG,Manual,745000.0,3,248333.33,28333.33
Mercedes-Benz GLC Coupe,300d 4MATIC BSVI,2021,59000,Diesel,Automatic,4250000.0,5,850000.0,11800.0
Tata Nexon,XM S Diesel,2022,54085,Diesel,Manual,593000.0,4,148250.0,13521.25
Toyota Glanza,G CNG,2023,85000,CNG,Manual,749000.0,3,249666.67,28333.33
Maruti Suzuki Swift Dzire,AMT VXI,2018,57000,Petrol,Automatic,434999.99999999994,8,54375.0,7125.0
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2018,74000,Petrol,Automatic,2375000.0,8,296875.0,9250.0
Tata Nexon,XM BSVI,2021,55017,Petrol,Manual,581000.0,5,116200.0,11003.4
Tata Nexon,1.2 Revotron XZA Plus,2019,61000,Petrol,Automatic,520000.0,7,74285.71,8714.29
Mercedes-Benz S-Class,S450 4Matic BSVI,2022,8900,Petrol,Automatic,11100000.000000002,4,2775000.0,2225.0
Tata Tiago,XT BSVI,2021,41576,Petrol,Manual,373000.0,5,74600.0,8315.2
Skoda Kodiaq,2.0 TDI Style,2018,75000,Diesel,Automatic,1390000.0,8,173750.0,9375.0
Hyundai Tucson,2.0 Dual VTVT 2WD AT GL,2017,95364,Petrol,Automatic,739000.0,9,82111.11,10596.0
Audi A4,30 TFSI Technology,2018,55000,Petrol,Automatic,1695000.0,8,211875.0,6875.0
Skoda Superb,Style 1.8 TSI AT,2018,60000,Petrol,Automatic,1400000.0,8,175000.0,7500.0
Nissan Terrano,XL,2016,62000,Petrol,Manual,355000.0,10,35500.0,6200.0
Tata Tiago,1.2 Revotron XZA,2017,68000,Petrol,Automatic,315000.0,9,35000.0,7555.56
Skoda Octavia,1.8 TSI AT Style,2018,59000,Petrol,Automatic,999000.0,8,124875.0,7375.0
Maruti Suzuki Baleno,1.2 Delta,2017,116983,Petrol,Manual,294000.0,9,32666.67,12998.11
Tata Tiago,1.2 Revotron XT,2017,31523,Petrol,Manual,298000.0,9,33111.11,3502.56
Audi Q3,2.0 TDI Quattro,2016,77000,Diesel,Automatic,975000.0,10,97500.0,7700.0
Skoda Octavia,1.8 TSI AT Style Plus,2017,103026,Petrol,Automatic,725000.0,9,80555.56,11447.33
Tata Altroz,XZ Plus DCT BSVI,2022,49000,Petrol,Automatic,649000.0,4,162250.0,12250.0
Tata Tiago,1.2 Revotron XZ,2019,53000,Petrol,Manual,365000.0,7,52142.86,7571.43
Maruti Suzuki Swift,VXI AMT,2019,59653,Petrol,Automatic,413000.0,7,59000.0,8521.86
Volvo XC40,T4 R-Design,2020,18500,Petrol,Automatic,2600000.0,6,433333.33,3083.33
Hyundai Xcent,1.2 VTVT S,2014,46574,Petrol,Manual,284000.0,12,23666.67,3881.17
Hyundai Grand i10 Nios,Sportz CNG,2022,46000,CNG,Manual,565000.0,4,141250.0,11500.0
Maruti Suzuki Swift,VXI AMT BSVI,2021,56000,Petrol,Automatic,520000.0,5,104000.0,11200.0
BMW 6 Series,GT 630i M Sport,2024,10000,Petrol,Automatic,6000000.0,2,3000000.0,5000.0
Ford Ecosport,1.5 Ti VCT AT Titanium,2014,65882,Petrol,Automatic,290000.0,12,24166.67,5490.17
Maruti Suzuki Swift,VXI AMT,2023,43000,Petrol,Automatic,649000.0,3,216333.33,14333.33
Maruti Suzuki Swift,LXi,2023,21405,Petrol,Manual,513000.0,3,171000.0,7135.0
Tata Nexon,1.5 Revotorq XT,2017,78000,Diesel,Manual,375000.0,9,41666.67,8666.67
Honda Amaze,V,2019,61986,Petrol,Manual,423000.00000000006,7,60428.57,8855.14
Maruti Suzuki Swift Dzire,LXI BSVI,2022,26000,Petrol,Manual,559000.0,4,139750.0,6500.0
Tata Nexon,XMA S AMT Diesel,2022,71000,Diesel,Automatic,725000.0,4,181250.0,17750.0
Maruti Suzuki Swift Dzire,ZDI,2017,70000,Diesel,Manual,450000.0,9,50000.0,7777.78
Tata Tiago,XZ Plus,2022,73225,Petrol,Manual,484000.0,4,121000.0,18306.25
Bentley Flying Spur,V8,2017,22000,Petrol,Automatic,15800000.0,9,1755555.56,2444.44
Honda Amaze,S Petrol BSIV,2019,62000,Petrol,Manual,490000.00000000006,7,70000.0,8857.14
Toyota Innova Hycross,ZX(O) Hybrid,2024,69000,Petrol,Automatic,3149000.0,2,1574500.0,34500.0
Hyundai Creta,SX IVT BSVI,2021,68000,Petrol,Automatic,1090000.0,5,218000.0,13600.0
Maruti Suzuki Swift Dzire,VXI BSVI,2023,30000,Petrol,Manual,630000.0,3,210000.0,10000.0
Hyundai Grand i10,Sportz,2014,85000,Petrol,Manual,225000.0,12,18750.0,7083.33
Tata Nexon,1.5 Revotorq XZA Plus,2019,75000,Diesel,Automatic,540000.0,7,77142.86,10714.29
Maruti Suzuki Swift Dzire,ZXI 1.2,2020,71225,Petrol,Manual,543000.0,6,90500.0,11870.83
Land Rover Discovery Sport,TD4 HSE 7S,2018,51000,Diesel,Automatic,2275000.0,8,284375.0,6375.0
