Model,Variant,Year,Odometer_Reading,Fuel_type,Transmission,Price,Car_age,Brand,Price_per_year,KM_per_year,Car_type
Maruti Suzuki Celerio,ZXI AMT,2018,39619,Petrol,Automatic,379000.0,8,Maruti Suzuki,47375.0,4952.38,Non-Luxury
Toyota Fortuner Legender,4x4 AT BSVI,2022,75000,Diesel,Automatic,3750000.0,4,Toyota,937500.0,18750.0,Non-Luxury
Toyota Innova Hycross,ZX Hybrid,2024,23000,Petrol,Automatic,3050000.0,2,Toyota,1525000.0,11500.0,Non-Luxury
BMW X5,xDrive 30d xLine,2021,52000,Diesel,Automatic,4975000.0,5,BMW,995000.0,10400.0,Non-Luxury
Maruti Suzuki Baleno,Zeta,2021,68462,Petrol,Manual,499000.0,5,Maruti Suzuki,99800.0,13692.4,Non-Luxury
Honda Amaze,VX Petrol,2023,22433,Petrol,Manual,687000.0,3,Honda,229000.0,7477.67,Non-Luxury
Toyota Innova Crysta,2.4 G 7 STR,2021,55000,Diesel,Manual,1275000.0,5,Toyota,255000.0,11000.0,Non-Luxury
Honda City,S,2013,95846,Petrol,Manual,225000.0,13,Honda,17307.69,7372.77,Non-Luxury
Skoda Slavia,1.5 TSI Style DSG,2024,14000,Petrol,Automatic,1500000.0,2,Skoda,750000.0,7000.0,Non-Luxury
Skoda Superb,Laurin & klement BSVI,2022,36000,Petrol,Automatic,2000000.0,4,Skoda,500000.0,9000.0,Non-Luxury
Honda Amaze,S i-VTEC,2018,61000,Petrol,Manual,424000.0,8,Honda,53000.0,7625.0,Non-Luxury
Maruti Suzuki Baleno,1.2 CVT Zeta,2017,84157,Petrol,Automatic,379000.0,9,Maruti Suzuki,42111.11,9350.78,Non-Luxury
Honda City,ZX MT,2022,39153,Petrol,Manual,1133000.0,4,Honda,283250.0,9788.25,Non-Luxury
Mahindra XUV500,W9 AT BSIV,2018,70000,Diesel,Automatic,750000.0,8,Mahindra,93750.0,8750.0,Non-Luxury
Volvo S90,D4 Inscription BSIV,2018,119000,Diesel,Automatic,1789999.9999999998,8,Volvo,223750.0,14875.0,Non-Luxury
Mahindra XUV500,R W10 FWD,2017,80000,Diesel,Manual,640000.0,9,Mahindra,71111.11,8888.89,Non-Luxury
Toyota Glanza,G CNG BSVI,2023,75000,CNG,Manual,690000.0,3,Toyota,230000.0,25000.0,Non-Luxury
Maruti Suzuki Baleno,1.2 Delta,2018,60414,Petrol,Manual,380000.0,8,Maruti Suzuki,47500.0,7551.75,Non-Luxury
Maruti Suzuki Baleno,1.2 Delta,2017,42301,Petrol,Manual,340000.0,9,Maruti Suzuki,37777.78,4700.11,Non-Luxury
Hyundai Venue,S Plus,2022,32000,Petrol,Manual,585000.0,4,Hyundai,146250.0,8000.0,Non-Luxury
Honda City,i-VTEC CVT ZX,2017,37519,Petrol,Automatic,598000.0,9,Honda,66444.44,4168.78,Non-Luxury
Mahindra Thar,LX 4-Str Hard Top AT RWD BSVI,2023,11900,Petrol,Automatic,1350000.0,3,Mahindra,450000.0,3966.67,Non-Luxury
Honda City,ZX CVT,2021,53658,Petrol,Automatic,1080000.0,5,Honda,216000.0,10731.6,Non-Luxury
Toyota Corolla Altis,G AT,2015,87853,Petrol,Automatic,465000.00000000006,11,Toyota,42272.73,7986.64,Non-Luxury
Jeep Compass,1.4 Model S Opt AT,2023,43000,Petrol,Automatic,1975000.0,3,Jeep,658333.33,14333.33,Non-Luxury
Toyota Glanza,V CVT,2020,55000,Petrol,Automatic,625000.0,6,Toyota,104166.67,9166.67,Non-Luxury
Maruti Suzuki Baleno,1.2 Zeta,2019,41108,Petrol,Manual,480000.0,7,Maruti Suzuki,68571.43,5872.57,Non-Luxury
Maruti Suzuki Baleno,1.2 Zeta,2018,54000,Petrol,Manual,440000.00000000006,8,Maruti Suzuki,55000.0,6750.0,Non-Luxury
Mahindra Thar,LX Hard Top AT,2024,13000,Petrol,Automatic,1190000.0,2,Mahindra,595000.0,6500.0,Non-Luxury
Kia Syros,HTX Turbo,2025,16759,Petrol,Manual,1362000.0,1,Kia,1362000.0,16759.0,Non-Luxury
Hyundai Venue,SX Turbo,2021,76385,Petrol,Manual,576000.0,5,Hyundai,115200.0,15277.0,Non-Luxury
Maruti Suzuki Baleno,1.2 Alpha,2019,59060,Petrol,Manual,456000.0,7,Maruti Suzuki,65142.86,8437.14,Non-Luxury
Hyundai Grand i10,Sportz,2014,82749,Petrol,Manual,250000.0,12,Hyundai,20833.33,6895.75,Non-Luxury
Maruti Suzuki Baleno,1.2 Zeta,2019,50701,Petrol,Manual,466000.0,7,Maruti Suzuki,66571.43,7243.0,Non-Luxury
Toyota Innova Crysta,2.8 GX AT BSIV,2018,159000,Diesel,Automatic,1350000.0,8,Toyota,168750.0,19875.0,Non-Luxury
Maruti Suzuki Baleno,Zeta,2021,50000,Petrol,Manual,535000.0,5,Maruti Suzuki,107000.0,10000.0,Non-Luxury
Maruti Suzuki Baleno,Delta,2020,41134,Petrol,Manual,435000.0,6,Maruti Suzuki,72500.0,6855.67,Non-Luxury
Skoda Superb,Sportline BSVI,2021,58000,Petrol,Automatic,1995000.0,5,Skoda,399000.0,11600.0,Non-Luxury
Maruti Suzuki Ciaz,Sigma,2024,7000,Petrol,Manual,856000.0,2,Maruti Suzuki,428000.0,3500.0,Non-Luxury
Toyota Innova Crysta,2.4 G MT 8S BSIV,2018,297000,Diesel,Manual,1175000.0,8,Toyota,146875.0,37125.0,Non-Luxury
Land Rover Range Rover Evoque,2.0 S diesel 2020-2021,2021,75000,Diesel,Automatic,3690000.0,5,Land Rover,738000.0,15000.0,Non-Luxury
Maruti Suzuki Baleno,Delta,2022,16000,Petrol,Manual,525000.0,4,Maruti Suzuki,131250.0,4000.0,Non-Luxury
Mahindra XUV500,W9 AT BSIV,2018,75000,Diesel,Automatic,750000.0,8,Mahindra,93750.0,9375.0,Non-Luxury
Mercedes-Benz E-Class,Expression E 200 BSIV,2019,27000,Petrol,Automatic,3000000.0,7,Mercedes-Benz,428571.43,3857.14,Non-Luxury
Mahindra Thar,LX Hard Top Diesel RWD,2024,13500,Diesel,Manual,1275000.0,2,Mahindra,637500.0,6750.0,Non-Luxury
Toyota Glanza,V AMT BSVI,2023,38000,Petrol,Automatic,749000.0,3,Toyota,249666.67,12666.67,Non-Luxury
Nissan Terrano,XL,2016,65000,Petrol,Manual,360000.0,10,Nissan,36000.0,6500.0,Non-Luxury
Tata Harrier,XZA Plus Dark Edition AT 2020-2022,2021,45000,Diesel,Automatic,1290000.0,5,Tata,258000.0,9000.0,Non-Luxury
Mercedes-Benz C-Class,Progressive C 200,2019,27000,Petrol,Automatic,2600000.0,7,Mercedes-Benz,371428.57,3857.14,Non-Luxury
Maruti Suzuki Baleno,Alpha Diesel,2017,85567,Diesel,Manual,408000.0,9,Maruti Suzuki,45333.33,9507.44,Non-Luxury
Ford Ecosport,1.5 Petrol Titanium Plus AT BSIV,2017,66357,Petrol,Automatic,459000.0,9,Ford,51000.0,7373.0,Non-Luxury
Hyundai Grand i10,Asta Option,2016,33500,Petrol,Manual,299000.0,10,Hyundai,29900.0,3350.0,Non-Luxury
Kia Sonet,Gravity,2024,24000,Petrol,Manual,875000.0,2,Kia,437500.0,12000.0,Non-Luxury
MG Hector,1.5 Turbo Sharp pro CVT BSVI,2019,90205,Petrol,Automatic,753000.0,7,MG,107571.43,12886.43,Non-Luxury
Skoda Superb,LK 1.8 TSI AT,2020,39000,Petrol,Automatic,1748999.9999999998,6,Skoda,291500.0,6500.0,Non-Luxury
Mercedes-Benz E-Class,Exclusive E 200,2021,14500,Petrol,Automatic,4900000.0,5,Mercedes-Benz,980000.0,2900.0,Non-Luxury
Mercedes-Benz GLA,200,2024,14750,Petrol,Automatic,4100000.0,2,Mercedes-Benz,2050000.0,7375.0,Non-Luxury
Maruti Suzuki Ciaz,Alpha BSVI,2020,84080,Petrol,Manual,472000.0,6,Maruti Suzuki,78666.67,14013.33,Non-Luxury
Hyundai Venue,SX Plus Turbo DCT,2020,29000,Petrol,Automatic,699000.0,6,Hyundai,116500.0,4833.33,Non-Luxury
Mercedes-Benz GLE,450 BSVI,2022,28000,Petrol,Automatic,8290000.000000001,4,Mercedes-Benz,2072500.0,7000.0,Luxury
Jeep Compass,1.4 Model S Opt AT,2023,43000,Petrol,Automatic,2125000.0,3,Jeep,708333.33,14333.33,Non-Luxury
BMW X1,sDrive20i xLine,2022,39000,Petrol,Automatic,2450000.0,4,BMW,612500.0,9750.0,Non-Luxury
Hyundai Venue,SX Opt Turbo DCT,2023,44066,Petrol,Automatic,964000.0,3,Hyundai,321333.33,14688.67,Non-Luxury
Hyundai Xcent,1.2 VTVT SX,2017,38127,Petrol,Manual,376000.0,9,Hyundai,41777.78,4236.33,Non-Luxury
BMW X5,xDrive 30d xLine,2020,45000,Diesel,Automatic,4890000.0,6,BMW,815000.0,7500.0,Non-Luxury
Maruti Suzuki Swift,VXI BSVI,2021,69000,Petrol,Manual,530000.0,5,Maruti Suzuki,106000.0,13800.0,Non-Luxury
Toyota Innova Crysta,2.4 VX 7Str,2025,14000,Diesel,Manual,2400000.0,1,Toyota,2400000.0,14000.0,Non-Luxury
Audi Q3,30 TDI,2017,68000,Diesel,Manual,1099000.0,9,Audi,122111.11,7555.56,Non-Luxury
Toyota Innova Crysta,2.4 G 7 STR,2022,42000,Diesel,Manual,1750000.0,4,Toyota,437500.0,10500.0,Non-Luxury
Mercedes-Benz C-Class,Progressive C 200,2019,28000,Petrol,Automatic,2600000.0,7,Mercedes-Benz,371428.57,4000.0,Non-Luxury
Honda Amaze,S i-VTEC,2015,98113,Petrol,Manual,326000.0,11,Honda,29636.36,8919.36,Non-Luxury
Kia Carnival,Premium,2020,92000,Diesel,Automatic,1650000.0,6,Kia,275000.0,15333.33,Non-Luxury
Audi Q5,40 TDI Technology,2019,89000,Diesel,Automatic,2390000.0,7,Audi,341428.57,12714.29,Non-Luxury
Honda Amaze,VX CVT i-VTEC,2016,72000,Petrol,Automatic,375000.0,10,Honda,37500.0,7200.0,Non-Luxury
Toyota Innova Crysta,2.4 G 7 STR,2022,39000,Diesel,Manual,1575000.0,4,Toyota,393750.0,9750.0,Non-Luxury
Maruti Suzuki Ciaz,1.4 AT Zeta,2017,72000,Petrol,Automatic,595000.0,9,Maruti Suzuki,66111.11,8000.0,Non-Luxury
Hyundai Grand i10,Asta,2014,51039,Petrol,Manual,258000.0,12,Hyundai,21500.0,4253.25,Non-Luxury
Jaguar XE,2.0L Diesel Prestige,2018,57000,Diesel,Automatic,1750000.0,8,Jaguar,218750.0,7125.0,Non-Luxury
Hyundai Grand i10 Nios,Sportz CNG,2022,58000,CNG,Manual,575000.0,4,Hyundai,143750.0,14500.0,Non-Luxury
BMW X1,sDrive18i M Sport,2023,11000,Petrol,Automatic,3900000.0,3,BMW,1300000.0,3666.67,Non-Luxury
Maruti Suzuki Baleno,1.2 Sigma,2016,48000,Petrol,Manual,330000.0,10,Maruti Suzuki,33000.0,4800.0,Non-Luxury
Maruti Suzuki Baleno,Zeta Diesel,2017,31487,Diesel,Manual,424000.0,9,Maruti Suzuki,47111.11,3498.56,Non-Luxury
MG Hector,Sharp CVT,2022,15000,Petrol,Automatic,1250000.0,4,MG,312500.0,3750.0,Non-Luxury
MG Hector,1.5 Turbo Sharp pro CVT BSVI,2023,20000,Petrol,Automatic,1545000.0,3,MG,515000.0,6666.67,Non-Luxury
Audi A6,2.0 TDI Premium Plus,2020,75000,Diesel,Automatic,2490000.0,6,Audi,415000.0,12500.0,Non-Luxury
Kia Carnival,Limousine Plus,2023,70000,Diesel,Automatic,2649000.0,3,Kia,883000.0,23333.33,Non-Luxury
Maruti Suzuki Baleno,1.2 CVT Zeta,2019,54721,Petrol,Automatic,460000.0,7,Maruti Suzuki,65714.29,7817.29,Non-Luxury
Toyota Innova Crysta,2.4 G 7 STR,2021,65000,Diesel,Manual,1575000.0,5,Toyota,315000.0,13000.0,Non-Luxury
Mercedes-Benz GLE,250d,2017,62000,Diesel,Automatic,1789999.9999999998,9,Mercedes-Benz,198888.89,6888.89,Non-Luxury
Land Rover Range Rover Velar,R-Dynamic S Diesel,2023,18000,Diesel,Automatic,7700000.0,3,Land Rover,2566666.67,6000.0,Luxury
Hyundai Creta,SX Diesel BSVI,2020,58500,Diesel,Manual,1090000.0,6,Hyundai,181666.67,9750.0,Non-Luxury
Hyundai i20,Asta Option BSIV,2020,90445,Petrol,Manual,499000.0,6,Hyundai,83166.67,15074.17,Non-Luxury
Hyundai Aura,SX CNG,2023,78017,CNG,Manual,601000.0,3,Hyundai,200333.33,26005.67,Non-Luxury
Hyundai Venue,HX 8 Turbo DCT,2025,4700,Petrol,Automatic,1335000.0,1,Hyundai,1335000.0,4700.0,Non-Luxury
Mahindra XUV500,W7 BSIV,2019,72000,Diesel,Manual,775000.0,7,Mahindra,110714.29,10285.71,Non-Luxury
Maruti Suzuki Celerio,ZXI,2018,125539,Petrol,Manual,317000.0,8,Maruti Suzuki,39625.0,15692.38,Non-Luxury
Tata Harrier,XT BSIV,2019,44000,Diesel,Manual,875000.0,7,Tata,125000.0,6285.71,Non-Luxury
Tata Tigor,XZA Plus,2020,73773,Petrol,Automatic,477000.0,6,Tata,79500.0,12295.5,Non-Luxury
Maruti Suzuki Baleno,Delta AMT BSVI,2023,30000,Petrol,Automatic,644000.0,3,Maruti Suzuki,214666.67,10000.0,Non-Luxury
Mercedes-Benz AMG E 53,4MATIC Plus,2022,60000,Petrol,Manual,4690000.0,4,Mercedes-Benz,1172500.0,15000.0,Non-Luxury
Maruti Suzuki Baleno,1.2 Alpha,2016,49803,Petrol,Manual,343000.0,10,Maruti Suzuki,34300.0,4980.3,Non-Luxury
Hyundai Creta,1.6 VTVT E Plus,2017,63584,Petrol,Manual,488000.0,9,Hyundai,54222.22,7064.89,Non-Luxury
Hyundai Creta,1.6 VTVT AT SX Plus,2016,65000,Petrol,Automatic,499000.0,10,Hyundai,49900.0,6500.0,Non-Luxury
Hyundai i20,Sportz IVT BSVI,2021,53000,Petrol,Automatic,635000.0,5,Hyundai,127000.0,10600.0,Non-Luxury
Hyundai i20,Sportz 1.2,2015,39569,Petrol,Manual,325000.0,11,Hyundai,29545.45,3597.18,Non-Luxury
Mahindra Thar,LX Hard Top AT,2024,17000,Petrol,Automatic,1325000.0,2,Mahindra,662500.0,8500.0,Non-Luxury
Ford Ecosport,1.5 DV5 MT Titanium,2014,62000,Diesel,Manual,345000.0,12,Ford,28750.0,5166.67,Non-Luxury
Maruti Suzuki Grand Vitara,Alpha Plus Hybrid CVT BSVI,2023,90677,Petrol,Automatic,1173000.0,3,Maruti Suzuki,391000.0,30225.67,Non-Luxury
Honda Jazz,1.2 V i VTEC,2016,82759,Petrol,Manual,266000.0,10,Honda,26600.0,8275.9,Non-Luxury
Maruti Suzuki Baleno,Alpha Diesel,2016,53083,Diesel,Manual,408000.0,10,Maruti Suzuki,40800.0,5308.3,Non-Luxury
Audi Q3,35 TDI Quattro Premium,2017,65000,Diesel,Automatic,975000.0,9,Audi,108333.33,7222.22,Non-Luxury
Maruti Suzuki Celerio,ZXI,2018,73177,Petrol,Manual,314000.0,8,Maruti Suzuki,39250.0,9147.12,Non-Luxury
Maruti Suzuki Celerio,VXI,2020,37414,Petrol,Manual,358000.0,6,Maruti Suzuki,59666.67,6235.67,Non-Luxury
Maruti Suzuki Ciaz,ZXi Plus,2015,57869,Petrol,Manual,386000.0,11,Maruti Suzuki,35090.91,5260.82,Non-Luxury
Mahindra Thar,LX 4WD Hard Top BSVI,2021,7000,Petrol,Manual,1068000.0,5,Mahindra,213600.0,1400.0,Non-Luxury
Hyundai Creta,1.6 VTVT AT SX Plus,2016,65000,Petrol,Automatic,480000.0,10,Hyundai,48000.0,6500.0,Non-Luxury
Honda Amaze,S i-VTEC,2017,52000,Petrol,Manual,375000.0,9,Honda,41666.67,5777.78,Non-Luxury
Ford Ecosport,1.5 Ti VCT MT Titanium,2016,75085,Petrol,Manual,388000.0,10,Ford,38800.0,7508.5,Non-Luxury
Jeep Compass,2.0 Sport,2018,47228,Diesel,Manual,738000.0,8,Jeep,92250.0,5903.5,Non-Luxury
Honda WR-V,i-VTEC VX,2017,96925,Petrol,Manual,419000.00000000006,9,Honda,46555.56,10769.44,Non-Luxury
Hyundai Alcazar,Signature (O) AT,2021,41000,Petrol,Automatic,1275000.0,5,Hyundai,255000.0,8200.0,Non-Luxury
Toyota Fortuner Legender,4x4 AT BSVI,2023,14000,Diesel,Automatic,4390000.0,3,Toyota,1463333.33,4666.67,Non-Luxury
Toyota Fortuner,2.8 4WD AT BSIV,2019,100000,Diesel,Automatic,2375000.0,7,Toyota,339285.71,14285.71,Non-Luxury
Jaguar XJ,2.0L Portfolio,2017,25000,Petrol,Automatic,3975000.0,9,Jaguar,441666.67,2777.78,Non-Luxury
Hyundai Creta,1.6 VTVT AT SX Plus,2016,55700,Petrol,Automatic,600000.0,10,Hyundai,60000.0,5570.0,Non-Luxury
Maruti Suzuki Ciaz,Petrol,2018,66929,Diesel,Manual,564000.0,8,Maruti Suzuki,70500.0,8366.12,Non-Luxury
Hyundai Grand i10 Nios,Sportz CNG,2022,46000,CNG,Manual,575000.0,4,Hyundai,143750.0,11500.0,Non-Luxury
Honda Amaze,V CVT Petrol BSIV,2019,60000,Petrol,Automatic,575000.0,7,Honda,82142.86,8571.43,Non-Luxury
Maruti Suzuki Dzire,VXI,2017,58049,Petrol,Manual,431000.0,9,Maruti Suzuki,47888.89,6449.89,Non-Luxury
Kia Seltos,HTX Diesel,2020,57349,Diesel,Manual,720000.0,6,Kia,120000.0,9558.17,Non-Luxury
Honda Brio,1.2 E MT,2018,42000,Petrol,Manual,345000.0,8,Honda,43125.0,5250.0,Non-Luxury
Skoda Octavia,Style,2022,30000,Petrol,Automatic,1995000.0,4,Skoda,498750.0,7500.0,Non-Luxury
Maruti Suzuki Ciaz,Alpha BSIV,2019,32000,Petrol,Manual,590000.0,7,Maruti Suzuki,84285.71,4571.43,Non-Luxury
Maruti Suzuki Baleno,Delta,2021,66361,Petrol,Manual,494000.00000000006,5,Maruti Suzuki,98800.0,13272.2,Non-Luxury
Kia Carnival,Limousine,2020,111000,Diesel,Automatic,2175000.0,6,Kia,362500.0,18500.0,Non-Luxury
Hyundai i20,Sportz Option 1.2,2015,84042,Petrol,Manual,343000.0,11,Hyundai,31181.82,7640.18,Non-Luxury
Maruti Suzuki Baleno,1.2 Delta,2016,69388,Petrol,Manual,323000.0,10,Maruti Suzuki,32300.0,6938.8,Non-Luxury
Maruti Suzuki Baleno,Delta,2021,50782,Petrol,Manual,452000.0,5,Maruti Suzuki,90400.0,10156.4,Non-Luxury
Honda City,i-VTEC CVT V,2018,37000,Petrol,Automatic,695000.0,8,Honda,86875.0,4625.0,Non-Luxury
Toyota Glanza,G CNG,2023,85000,CNG,Manual,735000.0,3,Toyota,245000.0,28333.33,Non-Luxury
Audi Q3 Sportback,Bold Edition,2024,14000,Petrol,Automatic,4100000.0,2,Audi,2050000.0,7000.0,Non-Luxury
Honda Amaze,V CVT Petrol BSIV,2020,72000,Petrol,Automatic,565000.0,6,Honda,94166.67,12000.0,Non-Luxury
Mercedes-Benz CLA,200 CGI Sport,2016,34000,Petrol,Automatic,1575000.0,10,Mercedes-Benz,157500.0,3400.0,Non-Luxury
Hyundai Grand i10,1.2 Kappa Magna BSIV,2017,89770,Petrol,Manual,262000.0,9,Hyundai,29111.11,9974.44,Non-Luxury
Maruti Suzuki Swift,VXI,2019,83481,Petrol,Manual,433000.0,7,Maruti Suzuki,61857.14,11925.86,Non-Luxury
Honda WR-V,VX,2022,47360,Petrol,Manual,474000.0,4,Honda,118500.0,11840.0,Non-Luxury
Tata Nexon,Fearless Plus DT DCA,2024,13000,Petrol,Automatic,1025000.0,2,Tata,512500.0,6500.0,Non-Luxury
Toyota Innova Crysta,2.4 GX 7 STR AT,2022,60000,Diesel,Automatic,1750000.0,4,Toyota,437500.0,15000.0,Non-Luxury
Hyundai Xcent,1.2 VTVT SX,2017,73466,Petrol,Manual,349000.0,9,Hyundai,38777.78,8162.89,Non-Luxury
Honda City,i VTEC CVT VX,2014,79000,Petrol,Automatic,430000.0,12,Honda,35833.33,6583.33,Non-Luxury
Honda Amaze,VX CVT i-VTEC,2016,82697,Petrol,Automatic,432000.0,10,Honda,43200.0,8269.7,Non-Luxury
Honda Amaze,V CVT Petrol BSIV,2019,34000,Petrol,Automatic,485000.0,7,Honda,69285.71,4857.14,Non-Luxury
Hyundai Creta,SX BSVI,2020,57000,Petrol,Manual,940000.0,6,Hyundai,156666.67,9500.0,Non-Luxury
Hyundai Creta N Line,N10 DCT Titan Grey Matte,2025,25000,Petrol,Automatic,1800000.0,1,Hyundai,1800000.0,25000.0,Non-Luxury
Mahindra Thar,LX Hard Top Diesel AT,2024,17000,Diesel,Automatic,1625000.0,2,Mahindra,812500.0,8500.0,Non-Luxury
Hyundai Grand i10,1.2 Kappa Magna BSIV,2017,81358,Petrol,Manual,292000.0,9,Hyundai,32444.44,9039.78,Non-Luxury
Toyota Fortuner,4X4 Diesel AT BSVI,2023,49576,Diesel,Automatic,3600000.0,3,Toyota,1200000.0,16525.33,Non-Luxury
Honda Amaze,SX i VTEC,2016,62000,Petrol,Manual,335000.0,10,Honda,33500.0,6200.0,Non-Luxury
Mahindra Thar,LX 4WD Hard Top Diesel AT BSVI,2022,45000,Diesel,Automatic,1265000.0,4,Mahindra,316250.0,11250.0,Non-Luxury
Hyundai i20,Sportz 1.2,2020,60589,Petrol,Manual,465000.00000000006,6,Hyundai,77500.0,10098.17,Non-Luxury
Maruti Suzuki Swift,LXI,2019,78446,Petrol,Manual,362000.0,7,Maruti Suzuki,51714.29,11206.57,Non-Luxury
Ford Freestyle,Titanium Plus Petrol BSIV,2018,63488,Petrol,Manual,312000.0,8,Ford,39000.0,7936.0,Non-Luxury
Hyundai Venue,SX Plus Turbo DCT DT,2020,40000,Petrol,Automatic,750000.0,6,Hyundai,125000.0,6666.67,Non-Luxury
Toyota Innova Crysta,2.8 ZX AT BSIV,2019,76000,Diesel,Automatic,1689999.9999999998,7,Toyota,241428.57,10857.14,Non-Luxury
BMW X1,sDrive18i M Sport,2025,4500,Petrol,Automatic,4890000.0,1,BMW,4890000.0,4500.0,Non-Luxury
Hyundai Aura,S CNG,2021,78000,CNG,Manual,565000.0,5,Hyundai,113000.0,15600.0,Non-Luxury
Honda Jazz,1.2 V i VTEC,2016,79338,Petrol,Manual,268000.0,10,Honda,26800.0,7933.8,Non-Luxury
Maruti Suzuki Swift,VXI,2021,33090,Petrol,Manual,495000.0,5,Maruti Suzuki,99000.0,6618.0,Non-Luxury
Maruti Suzuki Victoris,LXI CNG,2026,8700,CNG,Manual,1225000.0,0,Maruti Suzuki,,,Non-Luxury
Toyota Fortuner,4X2 Diesel,2025,9300,Diesel,Manual,3800000.0,1,Toyota,3800000.0,9300.0,Non-Luxury
Hyundai Grand i10 Nios,AMT Sportz,2021,43784,Petrol,Automatic,510000.0,5,Hyundai,102000.0,8756.8,Non-Luxury
Hyundai i20,Sportz BSVI,2021,55000,Petrol,Manual,595000.0,5,Hyundai,119000.0,11000.0,Non-Luxury
Mahindra Thar,LX 4WD Hard Top Diesel AT BSVI,2022,8100,Diesel,Automatic,1450000.0,4,Mahindra,362500.0,2025.0,Non-Luxury
Toyota Glanza,V AMT,2024,25000,Petrol,Automatic,811000.0,2,Toyota,405500.0,12500.0,Non-Luxury
Volkswagen Tiguan,2.0 TSI Elegance BSVI,2023,42000,Petrol,Automatic,2550000.0,3,Volkswagen,850000.0,14000.0,Non-Luxury
Maruti Suzuki Baleno,Alpha Diesel,2021,60726,Diesel,Manual,537000.0,5,Maruti Suzuki,107400.0,12145.2,Non-Luxury
Hyundai Xcent,1.2 Kappa AT SX Option,2020,52225,Petrol,Automatic,365000.0,6,Hyundai,60833.33,8704.17,Non-Luxury
Land Rover Discovery Sport,Si4 HSE,2017,72000,Petrol,Automatic,1990000.0,9,Land Rover,221111.11,8000.0,Non-Luxury
Toyota Corolla Altis,VL,2011,58000,Petrol,Automatic,275000.0,15,Toyota,18333.33,3866.67,Non-Luxury
Ford Freestyle,Titanium Petrol BSIV,2018,53000,Petrol,Manual,385000.0,8,Ford,48125.0,6625.0,Non-Luxury
Honda Amaze,S Petrol,2020,62000,Petrol,Manual,490000.00000000006,6,Honda,81666.67,10333.33,Non-Luxury
Hyundai Grand i10,Sportz,2015,66000,Petrol,Manual,275000.0,11,Hyundai,25000.0,6000.0,Non-Luxury
Maruti Suzuki Grand Vitara,Sigma,2024,13000,Petrol,Manual,975000.0,2,Maruti Suzuki,487500.0,6500.0,Non-Luxury
Maruti Suzuki Swift,VXI,2019,51959,Petrol,Manual,448000.00000000006,7,Maruti Suzuki,64000.0,7422.71,Non-Luxury
Hyundai Elantra,SX,2012,82000,Petrol,Manual,290000.0,14,Hyundai,20714.29,5857.14,Non-Luxury
Hyundai i20,1.2 Magna Executive,2017,68000,Petrol,Manual,390000.0,9,Hyundai,43333.33,7555.56,Non-Luxury
Mercedes-Benz CLA,200 CGI Sport,2016,69000,Petrol,Automatic,1350000.0,10,Mercedes-Benz,135000.0,6900.0,Non-Luxury
Toyota Fortuner,4X2 Diesel AT,2024,13500,Diesel,Automatic,4100000.0,2,Toyota,2050000.0,6750.0,Non-Luxury
Maruti Suzuki Grand Vitara,Alpha AWD BSVI,2022,59757,Petrol,Manual,1234000.0,4,Maruti Suzuki,308500.0,14939.25,Non-Luxury
Mahindra Thar,LX 4WD Hard Top AT BSVI,2022,20633,Petrol,Automatic,1002000.0,4,Mahindra,250500.0,5158.25,Non-Luxury
Maruti Suzuki Celerio,VXI,2016,30902,Petrol,Manual,235000.0,10,Maruti Suzuki,23500.0,3090.2,Non-Luxury
Mahindra Thar,LX Hard Top,2023,9000,Petrol,Manual,1325000.0,3,Mahindra,441666.67,3000.0,Non-Luxury
Hyundai Creta,1.6 VTVT SX Plus SE,2016,65000,Petrol,Manual,590000.0,10,Hyundai,59000.0,6500.0,Non-Luxury
Mahindra Alturas G4,4X4 AT BSIV,2019,70000,Diesel,Automatic,1675000.0,7,Mahindra,239285.71,10000.0,Non-Luxury
Hyundai Grand i10,Sportz,2015,47100,Petrol,Manual,232000.0,11,Hyundai,21090.91,4281.82,Non-Luxury
Maruti Suzuki Grand Vitara,Delta CNG 2 Airbag,2024,27000,CNG,Manual,1245000.0,2,Maruti Suzuki,622500.0,13500.0,Non-Luxury
Maruti Suzuki Swift,LXI,2018,59836,Petrol,Manual,383000.0,8,Maruti Suzuki,47875.0,7479.5,Non-Luxury
Skoda Slavia,1.5 TSI Style DSG,2023,45000,Petrol,Automatic,1225000.0,3,Skoda,408333.33,15000.0,Non-Luxury
Audi Q7,Technology,2023,19000,Petrol,Automatic,6800000.0,3,Audi,2266666.67,6333.33,Luxury
Hyundai Grand i10,Sportz,2015,65888,Petrol,Manual,218000.00000000003,11,Hyundai,19818.18,5989.82,Non-Luxury
Hyundai Grand i10 Nios,Magna,2024,18000,Petrol,Manual,570000.0,2,Hyundai,285000.0,9000.0,Non-Luxury
MG Hector,Sharp EX CVT,2022,25000,Petrol,Automatic,1325000.0,4,MG,331250.0,6250.0,Non-Luxury
Maruti Suzuki Baleno,Alpha,2023,6614,Petrol,Manual,767000.0,3,Maruti Suzuki,255666.67,2204.67,Non-Luxury
Skoda Kushaq,1.0 TSI Ambition BSVI,2021,44000,Petrol,Manual,765000.0,5,Skoda,153000.0,8800.0,Non-Luxury
Hyundai Creta,EX Diesel BSVI,2022,64211,Diesel,Manual,938000.0,4,Hyundai,234500.0,16052.75,Non-Luxury
